date,geography,geography code,"Household language (English and Welsh): All adults in household have English in England, or English or Welsh in Wales as a main language","Household language (English and Welsh): At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language","Household language (English and Welsh): No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language","Household language (English and Welsh): No people in household have English in England, or English or Welsh in Wales as a main language",Household language (English and Welsh): Total: All households
2021,Lambeth 030C,E01003085,593,42,12,49,696
2021,Lambeth 031D,E01003086,515,52,13,44,624
2021,Lambeth 031E,E01003087,441,74,24,62,601
2021,Lambeth 010A,E01003088,503,70,16,65,654
2021,Lambeth 008A,E01003089,454,148,15,122,739
2021,Lambeth 012D,E01003090,900,110,12,82,1104
2021,Lambeth 008B,E01003091,480,99,18,81,678
2021,Lambeth 008C,E01003092,657,113,26,154,950
2021,Lambeth 010B,E01003093,672,130,39,113,954
2021,Lambeth 010C,E01003094,539,56,8,54,657
2021,Lambeth 012E,E01003095,574,81,10,29,694
2021,Lambeth 010D,E01003096,684,80,6,89,859
2021,Lambeth 006A,E01003097,504,90,13,81,688
2021,Lambeth 005A,E01003098,499,80,9,63,651
2021,Lambeth 005B,E01003099,561,94,21,84,760
2021,Lambeth 005C,E01003100,665,133,15,79,892
2021,Lambeth 003A,E01003101,462,87,16,72,637
2021,Lambeth 004A,E01003102,603,79,10,92,784
2021,Lambeth 004C,E01003104,610,96,15,147,868
2021,Lambeth 003B,E01003105,544,98,19,87,748
2021,Lambeth 003C,E01003106,790,90,22,70,972
2021,Lambeth 003D,E01003107,737,78,9,63,887
2021,Lambeth 002B,E01003108,507,84,30,94,715
2021,Lambeth 002C,E01003110,741,102,11,70,924
2021,Lambeth 002D,E01003111,553,100,34,116,803
2021,Lambeth 002E,E01003112,599,95,27,92,813
2021,Lambeth 032A,E01003113,532,67,26,115,740
2021,Lambeth 032B,E01003114,747,107,26,124,1004
2021,Lambeth 034A,E01003115,518,54,17,79,668
2021,Lambeth 029A,E01003116,519,73,12,31,635
2021,Lambeth 029B,E01003117,608,92,17,105,822
2021,Lambeth 029C,E01003118,508,67,28,102,705
2021,Lambeth 032C,E01003119,585,80,46,141,852
2021,Lambeth 032D,E01003120,716,76,39,279,1110
2021,Lambeth 006B,E01003121,449,104,26,55,634
2021,Lambeth 004D,E01003122,687,90,16,102,895
2021,Lambeth 006C,E01003123,544,72,9,76,701
2021,Lambeth 006D,E01003124,387,81,22,118,608
2021,Lambeth 006E,E01003125,424,122,40,109,695
2021,Lambeth 008D,E01003126,463,102,27,125,717
2021,Lambeth 010E,E01003127,576,108,20,89,793
2021,Lambeth 008E,E01003128,484,97,36,98,715
2021,Lambeth 004E,E01003129,544,104,10,138,796
2021,Lambeth 026A,E01003130,560,92,28,103,783
2021,Lambeth 026B,E01003131,729,111,17,90,947
2021,Lambeth 024A,E01003132,402,70,18,47,537
2021,Lambeth 027C,E01003133,533,76,15,85,709
2021,Lambeth 027D,E01003134,505,58,16,43,622
2021,Lambeth 026C,E01003135,620,73,7,55,755
2021,Lambeth 022A,E01003136,550,78,17,105,750
2021,Lambeth 022B,E01003137,515,98,17,121,751
2021,Lambeth 026D,E01003138,556,45,6,40,647
2021,Lambeth 035A,E01003139,336,76,22,104,538
2021,Lambeth 035B,E01003140,332,76,16,70,494
2021,Lambeth 034B,E01003141,561,58,24,96,739
2021,Lambeth 035C,E01003142,295,71,17,71,454
2021,Lambeth 035D,E01003143,365,57,16,72,510
2021,Lambeth 034C,E01003144,421,65,6,32,524
2021,Lambeth 034D,E01003145,517,76,27,128,748
2021,Lambeth 035E,E01003146,395,70,6,78,549
2021,Lambeth 034E,E01003147,575,93,23,110,801
2021,Lambeth 032E,E01003148,606,72,11,70,759
2021,Lambeth 030D,E01003149,548,81,7,58,694
2021,Lambeth 032F,E01003150,616,69,40,112,837
2021,Lambeth 026E,E01003151,611,85,18,100,814
2021,Lambeth 027E,E01003152,586,77,16,80,759
2021,Lambeth 029D,E01003153,730,100,26,164,1020
2021,Lambeth 030E,E01003154,662,74,21,66,823
2021,Lambeth 029E,E01003155,545,77,17,88,727
2021,Lambeth 023B,E01003156,578,42,11,29,660
2021,Lambeth 023C,E01003157,505,49,7,13,574
2021,Lambeth 023D,E01003158,651,41,7,25,724
2021,Lambeth 022C,E01003159,650,88,16,86,840
2021,Lambeth 022D,E01003160,437,103,16,87,643
2021,Lambeth 023E,E01003161,438,52,7,31,528
2021,Lambeth 022E,E01003162,499,97,19,128,743
2021,Lambeth 023F,E01003163,483,76,9,36,604
2021,Lambeth 025A,E01003164,783,83,23,120,1009
2021,Lambeth 025B,E01003165,596,35,13,57,701
2021,Lambeth 028D,E01003166,842,85,29,160,1116
2021,Lambeth 028E,E01003167,589,58,12,23,682
2021,Lambeth 025C,E01003168,578,52,8,26,664
2021,Lambeth 025D,E01003169,859,88,14,63,1024
2021,Lambeth 025E,E01003170,696,45,9,21,771
2021,Lambeth 020B,E01003171,645,63,6,68,782
2021,Lambeth 024B,E01003172,614,73,25,66,778
2021,Lambeth 020C,E01003173,535,61,12,64,672
2021,Lambeth 024C,E01003174,593,108,28,98,827
2021,Lambeth 024D,E01003175,494,63,21,34,612
2021,Lambeth 016E,E01003176,536,119,23,87,765
2021,Lambeth 020D,E01003177,515,76,10,67,668
2021,Lambeth 020E,E01003178,559,50,5,39,653
2021,Lambeth 024E,E01003179,417,91,33,96,637
2021,Lambeth 005D,E01003180,528,71,13,43,655
2021,Lambeth 007A,E01003181,540,77,17,65,699
2021,Lambeth 009D,E01003182,580,72,10,82,744
2021,Lambeth 005E,E01003183,542,75,7,55,679
2021,Lambeth 007B,E01003184,401,87,30,78,596
2021,Lambeth 007C,E01003185,623,88,17,68,796
2021,Lambeth 007D,E01003186,964,96,12,119,1191
2021,Lambeth 007E,E01003187,780,90,26,93,989
2021,Lambeth 009E,E01003188,428,48,7,66,549
2021,Lewisham 034A,E01003189,551,41,17,41,650
2021,Lewisham 034B,E01003190,725,76,34,115,950
2021,Lewisham 034C,E01003191,578,42,28,56,704
2021,Lewisham 034D,E01003192,597,58,22,63,740
2021,Lewisham 029A,E01003193,591,50,10,34,685
2021,Lewisham 029B,E01003194,571,46,24,85,726
2021,Lewisham 029C,E01003195,523,42,18,39,622
2021,Lewisham 029D,E01003196,531,57,21,62,671
2021,Lewisham 029E,E01003197,545,50,14,41,650
2021,Lewisham 009A,E01003198,547,45,13,40,645
2021,Lewisham 007A,E01003199,738,74,12,77,901
2021,Lewisham 009B,E01003200,600,42,8,37,687
2021,Lewisham 007B,E01003201,566,65,6,54,691
2021,Lewisham 009C,E01003202,644,59,9,32,744
2021,Lewisham 009D,E01003203,765,54,25,123,967
2021,Lewisham 007C,E01003204,588,50,15,83,736
2021,Lewisham 007D,E01003205,434,55,19,72,580
2021,Lewisham 007E,E01003206,558,34,8,37,637
2021,Lewisham 005A,E01003207,736,100,21,141,998
2021,Lewisham 005B,E01003209,563,82,23,53,721
2021,Lewisham 005C,E01003210,652,65,16,73,806
2021,Lewisham 008B,E01003211,589,53,12,48,702
2021,Lewisham 005D,E01003212,701,69,7,50,827
2021,Lewisham 008C,E01003213,663,62,22,44,791
2021,Lewisham 008D,E01003214,648,67,16,35,766
2021,Lewisham 005E,E01003215,464,76,13,87,640
2021,Lewisham 025A,E01003216,506,49,15,48,618
2021,Lewisham 022A,E01003217,522,61,31,42,656
2021,Lewisham 022B,E01003218,468,43,14,20,545
2021,Lewisham 025B,E01003219,516,62,12,71,661
2021,Lewisham 022C,E01003220,482,42,20,55,599
2021,Lewisham 025C,E01003221,598,89,16,61,764
2021,Lewisham 022D,E01003222,531,53,7,28,619
2021,Lewisham 025D,E01003223,475,68,14,42,599
2021,Lewisham 022E,E01003224,515,54,21,47,637
2021,Lewisham 015A,E01003225,519,44,6,20,589
2021,Lewisham 019A,E01003226,580,59,14,51,704
2021,Lewisham 019B,E01003227,589,44,6,19,658
2021,Lewisham 019C,E01003228,597,50,6,17,670
2021,Lewisham 019D,E01003229,647,45,18,68,778
2021,Lewisham 019E,E01003230,735,49,20,68,872
2021,Lewisham 015B,E01003231,547,49,11,42,649
2021,Lewisham 015C,E01003232,546,41,9,26,622
2021,Lewisham 015D,E01003233,572,54,5,34,665
2021,Lewisham 038A,E01003235,425,46,17,33,521
2021,Lewisham 037A,E01003236,483,74,32,57,646
2021,Lewisham 037B,E01003237,475,62,24,53,614
2021,Lewisham 037C,E01003238,462,34,19,52,567
2021,Lewisham 037D,E01003239,471,31,17,55,574
2021,Lewisham 038B,E01003240,569,71,22,55,717
2021,Lewisham 038C,E01003241,580,44,16,58,698
2021,Lewisham 038D,E01003243,461,44,28,56,589
2021,Lewisham 001A,E01003244,507,100,41,84,732
2021,Lewisham 001B,E01003245,445,125,20,49,639
2021,Lewisham 002A,E01003246,788,106,21,100,1015
2021,Lewisham 001C,E01003247,563,133,19,160,875
2021,Lewisham 002B,E01003248,471,104,19,88,682
2021,Lewisham 001D,E01003249,602,118,22,112,854
2021,Lewisham 002C,E01003251,448,93,28,71,640
2021,Lewisham 002D,E01003252,417,87,29,73,606
2021,Lewisham 002E,E01003253,502,69,17,64,652
2021,Lewisham 021A,E01003254,523,47,7,20,597
2021,Lewisham 021B,E01003255,831,63,20,70,984
2021,Lewisham 028A,E01003256,775,57,25,77,934
2021,Lewisham 028B,E01003257,542,58,14,20,634
2021,Lewisham 028C,E01003258,474,45,14,55,588
2021,Lewisham 028D,E01003259,614,52,17,75,758
2021,Lewisham 021C,E01003260,540,52,13,32,637
2021,Lewisham 021D,E01003261,546,42,6,16,610
2021,Lewisham 021E,E01003262,581,32,16,35,664
2021,Lewisham 023A,E01003263,603,44,19,70,736
2021,Lewisham 031A,E01003264,594,52,17,56,719
2021,Lewisham 031B,E01003265,515,59,22,68,664
2021,Lewisham 031C,E01003266,606,36,21,69,732
2021,Lewisham 031D,E01003267,511,53,5,38,607
2021,Lewisham 023B,E01003268,623,61,22,59,765
2021,Lewisham 023C,E01003269,522,54,18,43,637
2021,Lewisham 023D,E01003270,536,58,10,53,657
2021,Lewisham 023E,E01003271,541,44,9,25,619
2021,Lewisham 014A,E01003272,674,59,13,46,792
2021,Lewisham 011A,E01003273,471,66,9,33,579
2021,Lewisham 014B,E01003274,554,45,18,44,661
2021,Lewisham 014C,E01003275,521,46,20,31,618
2021,Lewisham 014D,E01003276,574,55,6,26,661
2021,Lewisham 011B,E01003277,630,72,5,48,755
2021,Lewisham 011C,E01003278,675,78,24,104,881
2021,Lewisham 011D,E01003279,514,44,9,36,603
2021,Lewisham 016A,E01003280,494,49,25,59,627
2021,Lewisham 016B,E01003281,514,39,0,28,581
2021,Lewisham 013A,E01003282,819,97,23,82,1021
2021,Lewisham 013B,E01003283,736,50,16,66,868
2021,Lewisham 013C,E01003284,643,45,22,51,761
2021,Lewisham 016C,E01003285,591,60,25,79,755
2021,Lewisham 013D,E01003286,627,54,27,58,766
2021,Lewisham 016D,E01003287,655,67,9,32,763
2021,Lewisham 041A,E01003288,705,96,35,114,950
2021,Lewisham 041E,E01003290,652,59,25,79,815
2021,Lewisham 041D,E01003291,534,62,16,45,657
2021,Lewisham 017A,E01003292,572,74,11,77,734
2021,Lewisham 017B,E01003293,503,59,24,54,640
2021,Lewisham 017D,E01003295,565,59,24,75,723
2021,Lewisham 003A,E01003297,480,63,40,203,786
2021,Lewisham 039A,E01003298,331,78,16,47,472
2021,Lewisham 003B,E01003299,540,72,9,80,701
2021,Lewisham 039B,E01003300,431,57,27,86,601
2021,Lewisham 003C,E01003301,654,120,31,128,933
2021,Lewisham 003D,E01003302,564,66,28,144,802
2021,Lewisham 039C,E01003303,428,87,21,111,647
2021,Lewisham 039D,E01003304,775,109,39,160,1083
2021,Lewisham 003E,E01003305,623,85,25,54,787
2021,Lewisham 024A,E01003307,564,44,8,33,649
2021,Lewisham 024B,E01003308,602,44,14,47,707
2021,Lewisham 027A,E01003309,509,74,22,51,656
2021,Lewisham 027B,E01003310,615,44,9,61,729
2021,Lewisham 027C,E01003311,526,36,9,23,594
2021,Lewisham 027D,E01003312,673,44,9,45,771
2021,Lewisham 027E,E01003313,525,46,12,41,624
2021,Lewisham 024C,E01003314,582,34,9,40,665
2021,Lewisham 024D,E01003315,504,46,10,32,592
2021,Lewisham 024E,E01003316,509,34,6,27,576
2021,Lewisham 020B,E01003318,568,81,25,103,777
2021,Lewisham 018A,E01003319,561,62,37,91,751
2021,Lewisham 018B,E01003320,481,66,23,51,621
2021,Lewisham 020C,E01003321,632,57,16,55,760
2021,Lewisham 020D,E01003322,467,78,13,52,610
2021,Lewisham 018C,E01003323,500,44,24,56,624
2021,Lewisham 020E,E01003324,505,56,34,129,724
2021,Lewisham 018D,E01003325,637,51,26,72,786
2021,Lewisham 035A,E01003326,587,40,20,45,692
2021,Lewisham 035B,E01003327,587,47,16,40,690
2021,Lewisham 035C,E01003328,692,67,11,57,827
2021,Lewisham 033A,E01003329,570,52,9,31,662
2021,Lewisham 033B,E01003330,576,40,25,27,668
2021,Lewisham 033C,E01003331,486,51,17,34,588
2021,Lewisham 033D,E01003332,599,48,19,44,710
2021,Lewisham 035D,E01003333,541,44,12,33,630
2021,Lewisham 033E,E01003334,644,68,15,68,795
2021,Lewisham 035E,E01003335,532,40,14,31,617
2021,Lewisham 010A,E01003336,459,43,13,63,578
2021,Lewisham 010B,E01003337,475,44,17,30,566
2021,Lewisham 006A,E01003338,598,94,34,117,843
2021,Lewisham 006B,E01003339,531,59,6,81,677
2021,Lewisham 006C,E01003340,568,106,15,74,763
2021,Lewisham 006D,E01003341,497,35,3,29,564
2021,Lewisham 010C,E01003342,541,79,14,66,700
2021,Lewisham 006E,E01003343,523,42,11,34,610
2021,Lewisham 010D,E01003344,581,56,6,37,680
2021,Lewisham 010E,E01003345,617,86,16,62,781
2021,Lewisham 026A,E01003346,553,42,15,37,647
2021,Lewisham 030A,E01003347,529,45,25,51,650
2021,Lewisham 030B,E01003348,459,74,29,56,618
2021,Lewisham 026B,E01003349,440,40,17,46,543
2021,Lewisham 030C,E01003350,391,43,12,29,475
2021,Lewisham 026C,E01003351,486,60,17,38,601
2021,Lewisham 030D,E01003352,665,88,26,67,846
2021,Lewisham 030E,E01003353,491,69,23,45,628
2021,Lewisham 026D,E01003354,652,87,21,63,823
2021,Merton 009A,E01003355,615,78,18,109,820
2021,Merton 009B,E01003356,545,80,11,65,701
2021,Merton 012A,E01003357,505,85,42,91,723
2021,Merton 009C,E01003358,593,78,25,97,793
2021,Merton 006A,E01003359,619,78,17,83,797
2021,Merton 006B,E01003360,591,63,19,72,745
2021,Merton 015A,E01003361,460,73,18,65,616
2021,Merton 021A,E01003362,423,49,7,24,503
2021,Merton 021B,E01003363,482,51,21,41,595
2021,Merton 021C,E01003364,542,61,19,41,663
2021,Merton 021D,E01003365,384,75,15,26,500
2021,Merton 016A,E01003366,463,75,29,80,647
2021,Merton 008A,E01003368,407,68,24,85,584
2021,Merton 005B,E01003369,572,54,25,97,748
2021,Merton 005C,E01003370,638,88,30,123,879
2021,Merton 005D,E01003371,492,65,8,64,629
2021,Merton 008B,E01003372,459,68,31,82,640
2021,Merton 018A,E01003373,388,77,22,59,546
2021,Merton 022A,E01003374,465,62,42,98,667
2021,Merton 022B,E01003375,544,69,29,82,724
2021,Merton 012B,E01003376,436,61,19,76,592
2021,Merton 012C,E01003377,379,82,21,69,551
2021,Merton 018B,E01003378,497,108,59,106,770
2021,Merton 018C,E01003379,485,99,46,112,742
2021,Merton 011A,E01003380,516,70,22,61,669
2021,Merton 016B,E01003381,593,54,11,53,711
2021,Merton 011B,E01003382,596,71,18,41,726
2021,Merton 009D,E01003383,511,56,21,84,672
2021,Merton 009E,E01003384,515,71,16,79,681
2021,Merton 011C,E01003385,468,49,33,36,586
2021,Merton 013A,E01003386,427,114,57,163,761
2021,Merton 014A,E01003387,558,104,50,70,782
2021,Merton 013B,E01003388,427,81,27,83,618
2021,Merton 013C,E01003389,412,85,29,117,643
2021,Merton 018D,E01003390,383,89,47,121,640
2021,Merton 014B,E01003391,360,54,22,46,482
2021,Merton 013D,E01003392,333,61,26,97,517
2021,Merton 008C,E01003393,440,59,44,147,690
2021,Merton 007A,E01003394,370,119,40,144,673
2021,Merton 007B,E01003395,350,80,22,82,534
2021,Merton 007C,E01003396,366,71,23,68,528
2021,Merton 007D,E01003397,375,88,14,71,548
2021,Merton 007E,E01003398,442,98,25,93,658
2021,Merton 011D,E01003399,486,57,19,68,630
2021,Merton 003A,E01003400,487,59,22,63,631
2021,Merton 004A,E01003401,456,67,25,76,624
2021,Merton 004B,E01003402,509,61,20,88,678
2021,Merton 004C,E01003403,562,45,7,62,676
2021,Merton 004D,E01003404,709,69,23,113,914
2021,Merton 018E,E01003405,553,120,52,114,839
2021,Merton 008D,E01003406,393,73,26,77,569
2021,Merton 008E,E01003407,474,83,46,184,787
2021,Merton 012D,E01003408,599,82,31,160,872
2021,Merton 013E,E01003409,358,105,33,81,577
2021,Merton 012E,E01003410,411,63,33,119,626
2021,Merton 014C,E01003411,494,87,52,105,738
2021,Merton 014D,E01003412,439,78,29,78,624
2021,Merton 017A,E01003413,477,95,38,119,729
2021,Merton 017B,E01003414,376,81,25,84,566
2021,Merton 017C,E01003415,518,115,37,113,783
2021,Merton 017D,E01003416,367,80,28,60,535
2021,Merton 025A,E01003417,516,41,15,32,604
2021,Merton 025B,E01003418,478,29,5,16,528
2021,Merton 025C,E01003419,527,53,23,63,666
2021,Merton 025D,E01003420,404,52,24,27,507
2021,Merton 021E,E01003421,482,60,16,53,611
2021,Merton 025E,E01003422,433,48,13,33,527
2021,Merton 011E,E01003423,496,66,34,57,653
2021,Merton 015B,E01003424,491,55,6,20,572
2021,Merton 015C,E01003425,431,55,11,22,519
2021,Merton 015D,E01003426,421,99,14,67,601
2021,Merton 023A,E01003427,424,105,44,156,729
2021,Merton 015E,E01003428,518,52,12,48,630
2021,Merton 019A,E01003429,390,60,23,54,527
2021,Merton 019B,E01003430,427,65,26,61,579
2021,Merton 019C,E01003431,435,64,19,51,569
2021,Merton 019D,E01003432,406,65,21,36,528
2021,Merton 019E,E01003433,413,57,23,82,575
2021,Merton 017E,E01003434,355,70,22,53,500
2021,Merton 014E,E01003435,541,89,38,71,739
2021,Merton 023B,E01003436,445,77,30,55,607
2021,Merton 022C,E01003437,554,86,36,94,770
2021,Merton 024A,E01003438,475,69,37,73,654
2021,Merton 023C,E01003439,356,86,32,104,578
2021,Merton 022D,E01003440,450,65,34,81,630
2021,Merton 022E,E01003441,466,68,28,85,647
2021,Merton 010A,E01003442,559,62,15,36,672
2021,Merton 010B,E01003443,543,46,19,27,635
2021,Merton 010C,E01003444,537,65,16,54,672
2021,Merton 010D,E01003445,521,63,20,47,651
2021,Merton 016C,E01003446,695,84,21,101,901
2021,Merton 016D,E01003447,509,65,29,77,680
2021,Merton 023D,E01003448,608,109,42,125,884
2021,Merton 024B,E01003449,424,110,21,100,655
2021,Merton 024C,E01003450,442,69,30,71,612
2021,Merton 024D,E01003451,534,60,23,48,665
2021,Merton 024E,E01003452,603,86,41,87,817
2021,Merton 023E,E01003453,443,86,26,109,664
2021,Merton 003B,E01003454,470,45,13,49,577
2021,Merton 005E,E01003455,578,55,11,102,746
2021,Merton 003C,E01003456,497,63,14,93,667
2021,Merton 006C,E01003457,497,57,18,41,613
2021,Merton 006D,E01003458,579,58,22,63,722
2021,Merton 006E,E01003459,755,83,25,95,958
2021,Merton 002A,E01003460,564,44,6,32,646
2021,Merton 004E,E01003461,580,51,3,42,676
2021,Merton 002B,E01003462,494,39,14,29,576
2021,Merton 010E,E01003463,446,46,18,43,553
2021,Merton 002C,E01003464,437,60,11,31,539
2021,Merton 002D,E01003465,385,48,9,23,465
2021,Merton 020A,E01003466,509,56,13,47,625
2021,Merton 020B,E01003467,549,57,14,47,667
2021,Merton 020C,E01003468,529,66,9,30,634
2021,Merton 020D,E01003469,350,93,42,92,577
2021,Merton 020E,E01003470,507,99,30,114,750
2021,Merton 016E,E01003471,489,78,15,52,634
2021,Merton 001A,E01003472,406,38,4,23,471
2021,Merton 001B,E01003473,437,71,8,48,564
2021,Merton 001C,E01003474,391,50,5,23,469
2021,Merton 003D,E01003476,379,55,10,46,490
2021,Merton 003E,E01003477,476,64,18,35,593
2021,Merton 001E,E01003478,526,74,15,52,667
2021,Newham 035A,E01003479,344,69,58,139,610
2021,Newham 033A,E01003480,338,98,36,113,585
2021,Newham 035B,E01003481,277,76,33,97,483
2021,Newham 032A,E01003483,380,97,25,101,603
2021,Newham 032B,E01003484,289,92,40,139,560
2021,Newham 035C,E01003485,312,83,49,126,570
2021,Newham 033C,E01003486,325,65,8,48,446
2021,Newham 033D,E01003487,255,84,22,53,414
2021,Newham 019A,E01003488,401,125,34,107,667
2021,Newham 019B,E01003489,505,218,50,190,963
2021,Newham 019C,E01003490,249,134,48,134,565
2021,Newham 022A,E01003491,237,143,43,204,627
2021,Newham 025A,E01003492,237,153,33,105,528
2021,Newham 025C,E01003494,331,133,50,98,612
2021,Newham 025D,E01003495,376,108,48,79,611
2021,Newham 027A,E01003496,350,83,16,106,555
2021,Newham 034A,E01003497,399,83,25,86,593
2021,Newham 027B,E01003498,439,100,40,104,683
2021,Newham 030A,E01003499,499,145,48,127,819
2021,Newham 027C,E01003500,475,113,33,99,720
2021,Newham 030B,E01003501,470,139,48,134,791
2021,Newham 030C,E01003502,456,168,30,155,809
2021,Newham 030D,E01003503,735,153,30,239,1157
2021,Newham 034D,E01003506,308,78,15,80,481
2021,Newham 031A,E01003507,485,118,42,187,832
2021,Newham 031B,E01003508,630,124,38,170,962
2021,Newham 031C,E01003509,535,90,28,124,777
2021,Newham 036A,E01003511,426,102,33,111,672
2021,Newham 036B,E01003512,434,91,32,130,687
2021,Newham 035D,E01003513,295,74,49,128,546
2021,Newham 036C,E01003514,366,64,25,71,526
2021,Newham 036D,E01003515,520,120,39,133,812
2021,Newham 032C,E01003516,427,116,23,85,651
2021,Newham 036E,E01003517,422,87,39,85,633
2021,Newham 032D,E01003518,342,79,39,109,569
2021,Newham 032E,E01003519,255,88,41,110,494
2021,Newham 018A,E01003520,217,131,46,180,574
2021,Newham 018B,E01003521,209,150,65,224,648
2021,Newham 018C,E01003522,206,130,50,144,530
2021,Newham 024A,E01003523,306,193,60,153,712
2021,Newham 019D,E01003524,226,136,60,136,558
2021,Newham 018D,E01003525,207,138,46,142,533
2021,Newham 018E,E01003526,233,136,22,94,485
2021,Newham 024B,E01003527,333,103,26,90,552
2021,Newham 005A,E01003528,197,96,41,76,410
2021,Newham 010A,E01003529,180,215,33,197,625
2021,Newham 010B,E01003530,161,159,28,135,483
2021,Newham 010C,E01003531,197,161,41,159,558
2021,Newham 010D,E01003532,183,191,42,148,564
2021,Newham 011A,E01003533,230,185,44,107,566
2021,Newham 010E,E01003534,249,194,55,132,630
2021,Newham 023A,E01003535,358,105,33,71,567
2021,Newham 023B,E01003536,332,123,52,114,621
2021,Newham 024C,E01003537,358,116,56,114,644
2021,Newham 029A,E01003538,356,129,37,143,665
2021,Newham 029B,E01003539,385,122,62,135,704
2021,Newham 029C,E01003540,375,118,37,72,602
2021,Newham 029D,E01003541,326,112,36,83,557
