date,geography,geography code,Multiple main languages in household: All household members have the same main language,Multiple main languages in household: Any other combination of multiple main languages,"Multiple main languages in household: Main language differs between generations, but not within partnerships",Multiple main languages in household: Main language differs within partnerships,Multiple main languages in household: One-person household,Multiple main languages in household: Total: All households
2021,Lambeth 017C,E01003041,327,28,45,30,246,676
2021,Lambeth 013E,E01003042,273,30,12,16,174,505
2021,Lambeth 018A,E01003043,399,35,8,25,207,674
2021,Lambeth 018B,E01003044,305,23,37,19,303,687
2021,Lambeth 011A,E01003045,341,41,64,20,235,701
2021,Lambeth 009A,E01003046,339,61,52,25,266,743
2021,Lambeth 011B,E01003047,407,42,34,43,292,818
2021,Lambeth 009B,E01003048,325,45,73,39,253,735
2021,Lambeth 011C,E01003049,384,44,46,23,257,754
2021,Lambeth 016B,E01003050,425,24,11,16,278,754
2021,Lambeth 018C,E01003051,505,55,41,29,250,880
2021,Lambeth 016C,E01003052,368,65,76,22,257,788
2021,Lambeth 015B,E01003053,429,44,19,36,214,742
2021,Lambeth 015C,E01003054,626,50,8,33,285,1002
2021,Lambeth 016D,E01003055,384,32,14,22,377,829
2021,Lambeth 015D,E01003056,480,30,15,18,224,767
2021,Lambeth 017D,E01003057,370,45,34,27,244,720
2021,Lambeth 015E,E01003058,536,44,17,27,233,857
2021,Lambeth 011D,E01003059,388,78,79,38,291,874
2021,Lambeth 011E,E01003060,334,59,66,34,195,688
2021,Lambeth 011F,E01003061,281,43,25,29,270,648
2021,Lambeth 033A,E01003062,487,21,26,46,282,862
2021,Lambeth 033B,E01003063,277,31,28,23,246,605
2021,Lambeth 028A,E01003064,401,9,23,25,166,624
2021,Lambeth 031A,E01003065,372,14,37,14,248,685
2021,Lambeth 028B,E01003066,483,30,28,27,239,807
2021,Lambeth 033C,E01003067,394,23,15,27,174,633
2021,Lambeth 031B,E01003068,376,23,33,22,188,642
2021,Lambeth 033D,E01003069,357,16,20,10,118,521
2021,Lambeth 033E,E01003070,357,24,28,27,224,660
2021,Lambeth 018D,E01003071,599,36,22,46,301,1004
2021,Lambeth 014A,E01003072,443,24,13,25,199,704
2021,Lambeth 014B,E01003073,392,26,23,17,203,661
2021,Lambeth 018E,E01003074,603,43,26,35,386,1093
2021,Lambeth 009C,E01003075,347,35,58,20,211,671
2021,Lambeth 014C,E01003076,567,61,58,31,247,964
2021,Lambeth 014D,E01003077,487,59,19,18,207,790
2021,Lambeth 014E,E01003078,399,33,9,32,148,621
2021,Lambeth 027A,E01003079,383,24,40,24,261,732
2021,Lambeth 027B,E01003080,402,28,26,33,185,674
2021,Lambeth 028C,E01003081,440,31,29,35,285,820
2021,Lambeth 031C,E01003082,328,18,23,18,248,635
2021,Lambeth 030A,E01003083,338,44,16,23,155,576
2021,Lambeth 030B,E01003084,394,18,10,23,189,634
2021,Lambeth 030C,E01003085,439,24,18,16,196,693
2021,Lambeth 031D,E01003086,368,15,33,20,188,624
2021,Lambeth 031E,E01003087,358,29,55,19,141,602
2021,Lambeth 010A,E01003088,385,39,26,31,173,654
2021,Lambeth 008A,E01003089,380,86,51,47,175,739
2021,Lambeth 012D,E01003090,636,54,32,42,338,1102
2021,Lambeth 008B,E01003091,372,49,50,26,181,678
2021,Lambeth 008C,E01003092,477,66,53,38,316,950
2021,Lambeth 010B,E01003093,484,45,94,47,283,953
2021,Lambeth 010C,E01003094,373,30,23,15,216,657
2021,Lambeth 012E,E01003095,421,38,30,26,178,693
2021,Lambeth 010D,E01003096,492,39,17,41,270,859
2021,Lambeth 006A,E01003097,337,40,40,29,242,688
2021,Lambeth 005A,E01003098,343,37,29,23,217,649
2021,Lambeth 005B,E01003099,371,40,46,35,267,759
2021,Lambeth 005C,E01003100,490,107,15,35,244,891
2021,Lambeth 003A,E01003101,336,39,51,21,190,637
2021,Lambeth 004A,E01003102,349,51,18,35,331,784
2021,Lambeth 004C,E01003104,389,59,32,29,357,866
2021,Lambeth 003B,E01003105,344,52,44,32,276,748
2021,Lambeth 003C,E01003106,511,56,42,23,340,972
2021,Lambeth 003D,E01003107,490,45,20,29,300,884
2021,Lambeth 002B,E01003108,317,41,52,27,275,712
2021,Lambeth 002C,E01003110,479,45,22,56,318,920
2021,Lambeth 002D,E01003111,360,45,70,26,303,804
2021,Lambeth 002E,E01003112,362,52,47,31,321,813
2021,Lambeth 032A,E01003113,436,45,29,26,204,740
2021,Lambeth 032B,E01003114,558,65,28,54,299,1004
2021,Lambeth 034A,E01003115,389,40,20,23,198,670
2021,Lambeth 029A,E01003116,387,40,18,31,160,636
2021,Lambeth 029B,E01003117,420,65,18,37,279,819
2021,Lambeth 029C,E01003118,428,38,35,29,175,705
2021,Lambeth 032C,E01003119,461,46,51,42,250,850
2021,Lambeth 032D,E01003120,536,52,41,47,436,1112
2021,Lambeth 006B,E01003121,310,43,70,24,190,637
2021,Lambeth 004D,E01003122,467,41,29,51,308,896
2021,Lambeth 006C,E01003123,383,48,21,27,222,701
2021,Lambeth 006D,E01003124,278,38,43,33,215,607
2021,Lambeth 006E,E01003125,287,47,106,21,233,694
2021,Lambeth 008D,E01003126,349,52,55,35,226,717
2021,Lambeth 010E,E01003127,432,68,43,29,222,794
2021,Lambeth 008E,E01003128,312,51,65,25,261,714
2021,Lambeth 004E,E01003129,401,58,36,38,262,795
2021,Lambeth 026A,E01003130,409,74,38,21,241,783
2021,Lambeth 026B,E01003131,516,59,26,51,296,948
2021,Lambeth 024A,E01003132,291,42,38,17,154,542
2021,Lambeth 027C,E01003133,402,38,25,36,208,709
2021,Lambeth 027D,E01003134,392,28,24,27,151,622
2021,Lambeth 026C,E01003135,435,51,15,17,237,755
2021,Lambeth 022A,E01003136,380,46,32,31,259,748
2021,Lambeth 022B,E01003137,324,59,44,27,297,751
2021,Lambeth 026D,E01003138,414,25,8,25,176,648
2021,Lambeth 035A,E01003139,304,50,30,31,121,536
2021,Lambeth 035B,E01003140,286,51,28,17,112,494
2021,Lambeth 034B,E01003141,432,42,28,24,217,743
2021,Lambeth 035C,E01003142,265,33,33,31,93,455
2021,Lambeth 035D,E01003143,308,44,20,18,121,511
2021,Lambeth 034C,E01003144,338,34,16,23,111,522
2021,Lambeth 034D,E01003145,369,43,26,47,263,748
2021,Lambeth 035E,E01003146,331,48,22,23,125,549
2021,Lambeth 034E,E01003147,419,67,38,30,247,801
2021,Lambeth 032E,E01003148,469,36,20,38,197,760
2021,Lambeth 030D,E01003149,404,41,20,36,195,696
2021,Lambeth 032F,E01003150,425,40,49,39,283,836
2021,Lambeth 026E,E01003151,401,51,39,20,304,815
2021,Lambeth 027E,E01003152,465,54,27,33,180,759
2021,Lambeth 029D,E01003153,554,70,29,49,318,1020
2021,Lambeth 030E,E01003154,467,28,48,26,256,825
2021,Lambeth 029E,E01003155,417,41,29,34,207,728
2021,Lambeth 023B,E01003156,420,23,11,27,179,660
2021,Lambeth 023C,E01003157,408,20,18,19,108,573
2021,Lambeth 023D,E01003158,471,12,11,29,203,726
2021,Lambeth 022C,E01003159,407,47,33,39,314,840
2021,Lambeth 022D,E01003160,294,55,54,24,216,643
2021,Lambeth 023E,E01003161,344,23,18,21,123,529
2021,Lambeth 022E,E01003162,387,49,56,24,227,743
2021,Lambeth 023F,E01003163,371,29,28,31,143,602
2021,Lambeth 025A,E01003164,575,38,31,49,314,1007
2021,Lambeth 025B,E01003165,427,10,24,19,223,703
2021,Lambeth 028D,E01003166,622,46,42,37,368,1115
2021,Lambeth 028E,E01003167,454,20,14,40,155,683
2021,Lambeth 025C,E01003168,408,22,21,18,194,663
2021,Lambeth 025D,E01003169,608,41,20,47,310,1026
2021,Lambeth 025E,E01003170,467,20,14,22,249,772
2021,Lambeth 020B,E01003171,436,23,15,33,276,783
2021,Lambeth 024B,E01003172,425,34,40,33,247,779
2021,Lambeth 020C,E01003173,400,34,14,27,195,670
2021,Lambeth 024C,E01003174,429,47,73,28,250,827
2021,Lambeth 024D,E01003175,349,24,47,15,176,611
2021,Lambeth 016E,E01003176,400,50,73,26,218,767
2021,Lambeth 020D,E01003177,402,38,21,31,176,668
2021,Lambeth 020E,E01003178,418,26,9,20,178,651
2021,Lambeth 024E,E01003179,304,35,76,26,199,640
2021,Lambeth 005D,E01003180,352,34,30,23,217,656
2021,Lambeth 007A,E01003181,330,34,33,33,269,699
2021,Lambeth 009D,E01003182,414,43,26,23,239,745
2021,Lambeth 005E,E01003183,359,31,36,19,234,679
2021,Lambeth 007B,E01003184,300,33,60,32,171,596
2021,Lambeth 007C,E01003185,424,51,32,31,258,796
2021,Lambeth 007D,E01003186,639,47,27,48,431,1192
2021,Lambeth 007E,E01003187,544,37,47,37,324,989
2021,Lambeth 009E,E01003188,293,21,26,15,196,551
2021,Lewisham 034A,E01003189,398,21,26,12,194,651
2021,Lewisham 034B,E01003190,559,24,58,37,272,950
2021,Lewisham 034C,E01003191,389,19,35,21,240,704
2021,Lewisham 034D,E01003192,355,29,37,17,301,739
2021,Lewisham 029A,E01003193,444,17,18,27,178,684
2021,Lewisham 029B,E01003194,404,30,29,21,241,725
2021,Lewisham 029C,E01003195,382,14,32,16,179,623
2021,Lewisham 029D,E01003196,368,24,33,25,221,671
2021,Lewisham 029E,E01003197,365,29,22,15,222,653
2021,Lewisham 009A,E01003198,381,20,12,28,204,645
2021,Lewisham 007A,E01003199,517,24,22,56,283,902
2021,Lewisham 009B,E01003200,400,11,12,30,235,688
2021,Lewisham 007B,E01003201,393,31,19,25,222,690
2021,Lewisham 009C,E01003202,410,26,11,34,262,743
2021,Lewisham 009D,E01003203,440,28,29,32,437,966
2021,Lewisham 007C,E01003204,415,20,27,23,251,736
2021,Lewisham 007D,E01003205,341,13,35,30,159,578
2021,Lewisham 007E,E01003206,413,9,12,27,174,635
2021,Lewisham 005A,E01003207,501,52,52,36,357,998
2021,Lewisham 005B,E01003209,408,40,34,35,207,724
2021,Lewisham 005C,E01003210,433,31,19,34,288,805
2021,Lewisham 008B,E01003211,406,31,14,29,222,702
2021,Lewisham 005D,E01003212,514,44,12,25,230,825
2021,Lewisham 008C,E01003213,474,23,25,43,227,792
2021,Lewisham 008D,E01003214,433,33,23,29,247,765
2021,Lewisham 005E,E01003215,330,52,20,26,210,638
2021,Lewisham 025A,E01003216,392,32,19,19,157,619
2021,Lewisham 022A,E01003217,407,47,31,17,154,656
2021,Lewisham 022B,E01003218,371,20,20,19,116,546
2021,Lewisham 025B,E01003219,383,31,23,24,200,661
2021,Lewisham 022C,E01003220,344,28,23,22,181,598
2021,Lewisham 025C,E01003221,423,39,28,39,232,761
2021,Lewisham 022D,E01003222,382,34,12,15,176,619
2021,Lewisham 025D,E01003223,384,39,24,19,130,596
2021,Lewisham 022E,E01003224,404,20,29,30,153,636
2021,Lewisham 015A,E01003225,419,16,9,29,115,588
2021,Lewisham 019A,E01003226,460,38,16,27,165,706
2021,Lewisham 019B,E01003227,427,17,11,23,181,659
2021,Lewisham 019C,E01003228,450,15,10,35,163,673
2021,Lewisham 019D,E01003229,421,22,22,28,286,779
2021,Lewisham 019E,E01003230,503,14,21,42,291,871
2021,Lewisham 015B,E01003231,387,32,11,23,198,651
2021,Lewisham 015C,E01003232,441,16,12,23,130,622
2021,Lewisham 015D,E01003233,464,25,13,22,140,664
2021,Lewisham 038A,E01003235,331,16,26,26,123,522
2021,Lewisham 037A,E01003236,385,28,57,30,148,648
2021,Lewisham 037B,E01003237,376,24,39,29,148,616
2021,Lewisham 037C,E01003238,365,14,26,14,148,567
2021,Lewisham 037D,E01003239,387,26,20,7,133,573
2021,Lewisham 038B,E01003240,443,40,38,15,176,712
2021,Lewisham 038C,E01003241,360,25,27,11,273,696
2021,Lewisham 038D,E01003243,340,24,33,19,173,589
2021,Lewisham 001A,E01003244,373,47,74,38,202,734
2021,Lewisham 001B,E01003245,335,61,59,29,154,638
2021,Lewisham 002A,E01003246,579,42,56,46,295,1018
2021,Lewisham 001C,E01003247,427,99,20,64,263,873
2021,Lewisham 002B,E01003248,321,44,42,53,223,683
2021,Lewisham 001D,E01003249,430,66,48,45,268,857
2021,Lewisham 002C,E01003251,334,45,63,18,178,638
2021,Lewisham 002D,E01003252,296,45,61,16,188,606
2021,Lewisham 002E,E01003253,308,37,26,33,248,652
2021,Lewisham 021A,E01003254,369,23,5,29,174,600
2021,Lewisham 021B,E01003255,533,19,27,43,362,984
2021,Lewisham 028A,E01003256,531,19,29,37,319,935
2021,Lewisham 028B,E01003257,387,26,20,26,174,633
2021,Lewisham 028C,E01003258,380,21,30,13,147,591
2021,Lewisham 028D,E01003259,422,26,18,47,244,757
2021,Lewisham 021C,E01003260,413,13,21,34,154,635
2021,Lewisham 021D,E01003261,412,9,12,28,149,610
2021,Lewisham 021E,E01003262,417,12,17,21,196,663
2021,Lewisham 023A,E01003263,443,21,22,25,229,740
2021,Lewisham 031A,E01003264,378,27,21,27,267,720
2021,Lewisham 031B,E01003265,393,33,29,31,180,666
2021,Lewisham 031C,E01003266,415,16,25,19,257,732
2021,Lewisham 031D,E01003267,394,24,22,16,152,608
2021,Lewisham 023B,E01003268,431,22,38,29,245,765
2021,Lewisham 023C,E01003269,407,24,23,28,153,635
2021,Lewisham 023D,E01003270,386,24,18,32,197,657
2021,Lewisham 023E,E01003271,426,25,10,21,138,620
2021,Lewisham 014A,E01003272,515,34,20,27,198,794
2021,Lewisham 011A,E01003273,363,31,21,28,138,581
2021,Lewisham 014B,E01003274,410,21,21,27,181,660
2021,Lewisham 014C,E01003275,382,20,20,27,169,618
2021,Lewisham 014D,E01003276,475,26,18,21,124,664
2021,Lewisham 011B,E01003277,414,31,16,35,260,756
2021,Lewisham 011C,E01003278,469,59,31,37,284,880
2021,Lewisham 011D,E01003279,384,25,15,19,160,603
2021,Lewisham 016A,E01003280,382,32,29,18,166,627
2021,Lewisham 016B,E01003281,389,18,8,16,150,581
2021,Lewisham 013A,E01003282,567,51,31,48,323,1020
2021,Lewisham 013B,E01003283,554,24,13,31,245,867
2021,Lewisham 013C,E01003284,487,23,26,22,202,760
2021,Lewisham 016C,E01003285,417,30,26,38,242,753
2021,Lewisham 013D,E01003286,412,21,33,31,267,764
2021,Lewisham 016D,E01003287,515,13,14,51,168,761
2021,Lewisham 041A,E01003288,454,58,43,47,348,950
2021,Lewisham 041E,E01003290,397,49,25,19,324,814
2021,Lewisham 041D,E01003291,341,33,31,17,234,656
2021,Lewisham 017A,E01003292,424,41,15,41,213,734
2021,Lewisham 017B,E01003293,352,39,26,21,202,640
2021,Lewisham 017D,E01003295,420,30,31,31,211,723
2021,Lewisham 003A,E01003297,328,35,47,52,325,787
2021,Lewisham 039A,E01003298,252,34,46,19,121,472
2021,Lewisham 003B,E01003299,424,36,23,28,190,701
2021,Lewisham 039B,E01003300,300,31,38,24,208,601
2021,Lewisham 003C,E01003301,519,68,51,56,239,933
2021,Lewisham 003D,E01003302,398,32,42,32,298,802
2021,Lewisham 039C,E01003303,336,58,33,32,190,649
2021,Lewisham 039D,E01003304,484,52,58,49,441,1084
2021,Lewisham 003E,E01003305,484,32,44,40,186,786
2021,Lewisham 024A,E01003307,431,11,20,21,164,647
2021,Lewisham 024B,E01003308,439,20,20,25,204,708
2021,Lewisham 027A,E01003309,351,30,39,29,207,656
2021,Lewisham 027B,E01003310,408,15,17,27,262,729
2021,Lewisham 027C,E01003311,403,18,11,19,141,592
2021,Lewisham 027D,E01003312,416,21,12,27,295,771
2021,Lewisham 027E,E01003313,390,15,26,20,173,624
2021,Lewisham 024C,E01003314,447,14,9,22,173,665
2021,Lewisham 024D,E01003315,347,18,14,26,186,591
2021,Lewisham 024E,E01003316,405,9,11,21,129,575
2021,Lewisham 020B,E01003318,358,50,32,35,299,774
2021,Lewisham 018A,E01003319,385,43,44,21,256,749
2021,Lewisham 018B,E01003320,327,48,20,23,204,622
2021,Lewisham 020C,E01003321,421,26,17,33,265,762
2021,Lewisham 020D,E01003322,328,65,21,18,177,609
2021,Lewisham 018C,E01003323,366,37,14,26,181,624
2021,Lewisham 020E,E01003324,375,33,47,23,245,723
2021,Lewisham 018D,E01003325,439,32,29,23,259,782
2021,Lewisham 035A,E01003326,415,27,16,20,216,694
2021,Lewisham 035B,E01003327,423,28,16,20,200,687
2021,Lewisham 035C,E01003328,431,25,18,43,313,830
2021,Lewisham 033A,E01003329,419,23,14,28,178,662
2021,Lewisham 033B,E01003330,397,13,33,21,203,667
2021,Lewisham 033C,E01003331,333,20,38,13,183,587
2021,Lewisham 033D,E01003332,379,19,29,24,257,708
2021,Lewisham 035D,E01003333,404,11,29,17,168,629
2021,Lewisham 033E,E01003334,411,32,21,34,296,794
2021,Lewisham 035E,E01003335,399,10,28,19,163,619
2021,Lewisham 010A,E01003336,343,21,23,19,172,578
2021,Lewisham 010B,E01003337,321,27,24,15,180,567
2021,Lewisham 006A,E01003338,421,39,66,32,283,841
2021,Lewisham 006B,E01003339,399,34,19,19,206,677
2021,Lewisham 006C,E01003340,468,71,23,33,169,764
2021,Lewisham 006D,E01003341,383,17,9,15,140,564
2021,Lewisham 010C,E01003342,429,27,26,47,173,702
2021,Lewisham 006E,E01003343,392,16,24,15,163,610
2021,Lewisham 010D,E01003344,414,23,17,25,198,677
2021,Lewisham 010E,E01003345,472,42,23,43,201,781
2021,Lewisham 026A,E01003346,409,15,30,12,182,648
2021,Lewisham 030A,E01003347,414,16,45,15,162,652
2021,Lewisham 030B,E01003348,354,38,41,28,158,619
2021,Lewisham 026B,E01003349,357,22,27,19,119,544
2021,Lewisham 030C,E01003350,285,23,31,7,129,475
2021,Lewisham 026C,E01003351,352,28,31,25,162,598
2021,Lewisham 030D,E01003352,491,41,55,26,233,846
2021,Lewisham 030E,E01003353,382,29,39,27,152,629
2021,Lewisham 026D,E01003354,433,57,30,31,275,826
2021,Merton 009A,E01003355,447,32,27,49,266,821
2021,Merton 009B,E01003356,436,33,21,46,165,701
2021,Merton 012A,E01003357,391,40,69,26,197,723
2021,Merton 009C,E01003358,438,34,27,52,244,795
2021,Merton 006A,E01003359,405,32,20,50,289,796
2021,Merton 006B,E01003360,474,40,18,33,180,745
2021,Merton 015A,E01003361,393,37,28,32,126,616
2021,Merton 021A,E01003362,343,17,17,24,102,503
2021,Merton 021B,E01003363,414,26,27,26,104,597
2021,Merton 021C,E01003364,437,27,24,33,143,664
2021,Merton 021D,E01003365,318,39,28,28,85,498
2021,Merton 016A,E01003366,366,42,38,34,168,648
2021,Merton 008A,E01003368,356,36,40,27,124,583
2021,Merton 005B,E01003369,444,30,26,37,209,746
2021,Merton 005C,E01003370,491,41,37,52,258,879
2021,Merton 005D,E01003371,386,33,18,32,163,632
2021,Merton 008B,E01003372,368,39,45,20,167,639
2021,Merton 018A,E01003373,319,40,43,20,122,544
2021,Merton 022A,E01003374,358,25,50,34,202,669
2021,Merton 022B,E01003375,366,22,44,37,254,723
2021,Merton 012B,E01003376,344,33,33,25,159,594
2021,Merton 012C,E01003377,326,43,49,20,112,550
2021,Merton 018B,E01003378,440,50,76,53,151,770
2021,Merton 018C,E01003379,372,58,63,38,211,742
2021,Merton 011A,E01003380,410,28,27,42,159,666
2021,Merton 016B,E01003381,404,23,11,39,234,711
2021,Merton 011B,E01003382,455,20,28,49,175,727
2021,Merton 009D,E01003383,435,20,23,39,155,672
2021,Merton 009E,E01003384,427,24,19,57,152,679
2021,Merton 011C,E01003385,395,18,33,33,106,585
2021,Merton 013A,E01003386,429,60,88,34,149,760
2021,Merton 014A,E01003387,402,47,80,32,217,778
2021,Merton 013B,E01003388,346,50,44,22,156,618
2021,Merton 013C,E01003389,354,57,40,29,162,642
2021,Merton 018D,E01003390,329,38,82,21,167,637
2021,Merton 014B,E01003391,251,25,44,13,150,483
2021,Merton 013D,E01003392,296,30,38,27,126,517
2021,Merton 008C,E01003393,368,43,42,34,204,691
2021,Merton 007A,E01003394,373,76,64,35,124,672
2021,Merton 007B,E01003395,324,53,38,21,101,537
2021,Merton 007C,E01003396,312,43,36,26,112,529
2021,Merton 007D,E01003397,314,54,40,23,121,552
2021,Merton 007E,E01003398,370,59,42,32,153,656
2021,Merton 011D,E01003399,352,22,21,45,190,630
2021,Merton 003A,E01003400,351,24,16,46,194,631
2021,Merton 004A,E01003401,313,20,24,56,211,624
2021,Merton 004B,E01003402,336,19,22,47,257,681
2021,Merton 004C,E01003403,386,12,11,34,233,676
2021,Merton 004D,E01003404,427,23,26,54,384,914
2021,Merton 018E,E01003405,457,74,71,37,200,839
2021,Merton 008D,E01003406,347,46,40,24,110,567
2021,Merton 008E,E01003407,399,47,52,57,233,788
2021,Merton 012D,E01003408,473,31,41,52,271,868
2021,Merton 013E,E01003409,317,58,63,22,117,577
2021,Merton 012E,E01003410,361,36,41,27,161,626
2021,Merton 014C,E01003411,430,34,59,53,163,739
2021,Merton 014D,E01003412,345,42,49,26,163,625
2021,Merton 017A,E01003413,416,52,45,56,160,729
2021,Merton 017B,E01003414,338,51,44,19,113,565
2021,Merton 017C,E01003415,452,70,66,31,166,785
2021,Merton 017D,E01003416,316,57,33,22,107,535
2021,Merton 025A,E01003417,405,17,24,18,140,604
2021,Merton 025B,E01003418,399,10,14,11,95,529
2021,Merton 025C,E01003419,461,26,32,21,124,664
2021,Merton 025D,E01003420,352,23,39,19,73,506
2021,Merton 021E,E01003421,370,25,32,27,157,611
2021,Merton 025E,E01003422,341,25,17,24,121,528
2021,Merton 011E,E01003423,375,29,29,51,168,652
2021,Merton 015B,E01003424,400,16,12,34,110,572
2021,Merton 015C,E01003425,373,31,15,20,77,516
2021,Merton 015D,E01003426,381,54,32,39,95,601
2021,Merton 023A,E01003427,382,61,56,51,178,728
2021,Merton 015E,E01003428,365,19,11,39,197,631
2021,Merton 019A,E01003429,344,32,40,14,97,527
2021,Merton 019B,E01003430,327,48,31,14,158,578
2021,Merton 019C,E01003431,356,35,34,23,121,569
2021,Merton 019D,E01003432,347,35,44,12,90,528
2021,Merton 019E,E01003433,336,35,38,15,151,575
2021,Merton 017E,E01003434,307,43,32,25,94,501
2021,Merton 014E,E01003435,434,43,60,34,170,741
2021,Merton 023B,E01003436,362,36,45,31,133,607
2021,Merton 022C,E01003437,433,59,44,26,208,770
2021,Merton 024A,E01003438,379,41,52,21,163,656
2021,Merton 023C,E01003439,317,48,47,35,126,573
2021,Merton 022D,E01003440,362,30,44,30,163,629
2021,Merton 022E,E01003441,398,42,31,31,145,647
2021,Merton 010A,E01003442,391,16,17,46,200,670
2021,Merton 010B,E01003443,406,13,19,37,161,636
2021,Merton 010C,E01003444,399,15,22,50,187,673
2021,Merton 010D,E01003445,428,28,25,34,136,651
2021,Merton 016C,E01003446,468,29,33,59,311,900
2021,Merton 016D,E01003447,371,28,35,40,204,678
2021,Merton 023D,E01003448,485,52,54,57,235,883
2021,Merton 024B,E01003449,337,60,57,27,176,657
2021,Merton 024C,E01003450,371,32,50,28,131,612
2021,Merton 024D,E01003451,447,29,33,23,131,663
2021,Merton 024E,E01003452,456,52,46,36,224,814
2021,Merton 023E,E01003453,375,50,39,37,165,666
2021,Merton 003B,E01003454,339,18,20,27,173,577
