date,geography,geography code,National identity: Any other combination of only UK identities,National identity: Any other combination of only UK identities: Cornish and British only identity,National identity: Any other combination of only UK identities: Cornish only identity,National identity: Any other combination of only UK identities: Northern Irish and British only identity,National identity: Any other combination of only UK identities: Northern Irish only identity,National identity: Any other combination of only UK identities: Other,National identity: Any other combination of only UK identities: Scottish and British only identity,National identity: Any other combination of only UK identities: Scottish only identity,National identity: British only identity,National identity: English and British only identity,National identity: English only identity,National identity: Irish and at least one UK identity,National identity: Irish only identity,National identity: Non-UK identity only,National identity: Other identity and at least one UK identity,National identity: Other identity only,National identity: Total: All usual residents,National identity: UK identity and non-UK identity,National identity: Welsh and British only identity,National identity: Welsh only identity
2021,Merton 008A,E01003368,14,0,0,0,6,3,3,2,899,103,123,0,28,413,113,385,1672,113,4,3
2021,Merton 005B,E01003369,30,0,0,0,2,5,9,14,854,125,101,8,32,445,61,413,1641,69,8,9
2021,Merton 005C,E01003370,40,0,0,2,7,6,10,15,1003,112,118,10,38,564,135,526,1996,145,4,10
2021,Merton 005D,E01003371,18,0,0,1,4,2,5,6,869,112,122,5,22,352,56,330,1548,61,5,9
2021,Merton 008B,E01003372,12,0,1,1,2,0,6,2,960,145,89,0,28,396,86,368,1704,86,2,14
2021,Merton 018A,E01003373,7,0,0,0,2,1,0,4,926,153,125,0,5,291,46,286,1551,46,2,1
2021,Merton 022A,E01003374,15,0,0,0,3,3,3,6,1007,130,159,0,7,445,55,438,1811,55,0,0
2021,Merton 022B,E01003375,22,0,0,1,4,3,3,11,958,109,230,4,23,392,58,369,1774,62,1,0
2021,Merton 012B,E01003376,5,0,0,0,1,1,1,2,935,79,122,0,12,368,55,356,1570,55,1,5
2021,Merton 012C,E01003377,2,0,0,0,0,0,0,2,1058,97,138,1,3,285,56,282,1641,57,1,3
2021,Merton 018B,E01003378,11,0,0,1,2,2,3,3,1289,137,168,3,11,559,70,548,2240,73,1,2
2021,Merton 018C,E01003379,12,0,0,0,8,3,0,1,1099,100,148,5,14,571,89,557,2025,94,0,1
2021,Merton 011A,E01003380,33,0,0,3,6,9,9,6,897,160,125,3,39,398,122,359,1743,125,2,3
2021,Merton 016B,E01003381,28,0,0,3,2,5,4,14,788,149,134,3,17,360,100,343,1571,103,4,5
2021,Merton 011B,E01003382,23,0,0,1,2,1,7,12,970,153,151,3,37,368,100,331,1779,103,1,10
2021,Merton 009D,E01003383,28,0,0,0,4,4,8,12,769,122,119,7,42,469,124,427,1646,131,6,2
2021,Merton 009E,E01003384,34,0,0,4,6,4,13,7,804,166,97,15,42,436,122,394,1685,137,4,7
2021,Merton 011C,E01003385,19,1,0,1,3,4,6,4,852,158,112,1,17,337,146,320,1633,147,2,6
2021,Merton 013A,E01003386,5,0,0,0,1,1,3,0,1242,83,139,1,15,713,88,698,2272,89,1,0
2021,Merton 014A,E01003387,11,0,0,0,2,1,4,4,1294,104,143,5,14,443,84,429,2086,89,1,1
2021,Merton 013B,E01003388,4,0,0,0,0,0,1,3,1025,78,142,5,16,410,58,394,1726,63,1,3
2021,Merton 013C,E01003389,6,0,0,0,1,0,1,4,975,60,147,5,14,535,65,521,1796,70,1,2
2021,Merton 018D,E01003390,2,0,0,0,1,1,0,0,1012,90,81,0,11,518,82,507,1787,82,0,2
2021,Merton 014B,E01003391,3,0,1,1,0,1,0,0,811,98,91,0,9,259,59,250,1322,59,0,1
2021,Merton 013D,E01003392,6,0,0,1,3,2,0,0,763,55,117,0,27,420,46,393,1415,46,5,3
2021,Merton 008C,E01003393,11,0,0,0,2,2,5,2,723,105,91,10,28,597,75,569,1619,85,3,4
2021,Merton 007A,E01003394,11,0,0,2,2,1,1,5,1073,84,113,2,18,698,77,680,2065,79,2,5
2021,Merton 007B,E01003395,5,0,0,0,1,1,2,1,1031,70,77,1,18,396,55,378,1636,56,0,1
2021,Merton 007C,E01003396,23,0,2,2,3,6,2,8,896,79,79,4,16,356,59,340,1510,63,5,9
2021,Merton 007D,E01003397,11,0,0,0,2,2,2,5,896,93,83,2,21,349,81,328,1522,83,4,3
2021,Merton 007E,E01003398,9,0,0,1,0,4,0,4,1082,119,92,7,27,527,73,500,1912,80,0,3
2021,Merton 011D,E01003399,27,0,1,0,3,4,7,12,692,131,127,3,28,356,62,328,1408,65,5,5
2021,Merton 003A,E01003400,10,0,0,0,3,3,0,4,740,102,92,12,27,387,109,360,1461,121,3,6
2021,Merton 004A,E01003401,28,0,0,1,6,3,7,11,635,115,92,6,22,440,87,418,1410,93,2,5
2021,Merton 004B,E01003402,40,1,1,5,5,4,13,11,658,133,82,5,27,454,101,427,1488,106,6,9
2021,Merton 004C,E01003403,22,0,1,2,2,2,7,8,811,141,106,7,27,301,83,274,1483,90,6,6
2021,Merton 004D,E01003404,38,0,0,3,15,4,7,9,871,171,153,7,38,493,91,455,1832,98,5,3
2021,Merton 018E,E01003405,8,0,0,0,1,1,1,5,1380,161,180,2,19,621,76,602,2432,78,1,3
2021,Merton 008D,E01003406,11,0,0,0,1,4,2,4,977,119,151,2,9,358,68,349,1688,70,0,2
2021,Merton 008E,E01003407,18,0,0,0,8,1,1,8,955,117,101,5,12,626,112,614,1942,117,1,7
2021,Merton 012D,E01003408,16,0,1,0,4,4,1,6,915,144,148,3,28,610,100,582,1946,103,3,7
2021,Merton 013E,E01003409,10,0,1,0,2,3,2,2,1018,100,139,3,16,460,69,444,1800,72,1,0
2021,Merton 012E,E01003410,7,0,0,0,0,2,0,5,903,76,139,0,8,456,47,448,1630,47,0,2
2021,Merton 014C,E01003411,10,0,0,0,4,2,0,4,1127,120,157,2,12,518,94,506,2035,96,2,5
2021,Merton 014D,E01003412,4,0,0,0,0,1,0,3,1111,118,105,3,15,339,74,324,1755,77,0,1
2021,Merton 017A,E01003413,14,0,0,1,3,0,5,5,1189,74,99,1,19,592,112,573,2083,113,1,1
2021,Merton 017B,E01003414,9,0,0,0,0,1,3,5,1125,72,110,1,15,328,79,313,1725,80,0,1
2021,Merton 017C,E01003415,8,0,0,1,4,0,1,2,1411,117,142,0,10,600,104,590,2388,104,2,4
2021,Merton 017D,E01003416,7,0,0,1,1,1,0,4,893,71,136,3,23,405,72,382,1587,75,0,0
2021,Merton 025A,E01003417,19,0,0,0,3,5,6,5,867,155,298,4,26,195,48,169,1591,52,1,4
2021,Merton 025B,E01003418,2,0,0,0,0,0,1,1,833,153,287,6,19,114,41,95,1441,47,1,4
2021,Merton 025C,E01003419,12,0,0,1,6,3,2,0,969,182,305,3,15,298,48,283,1824,51,2,5
2021,Merton 025D,E01003420,11,0,0,0,3,5,1,2,829,131,247,6,19,216,35,197,1480,41,1,4
2021,Merton 021E,E01003421,10,0,0,0,4,3,0,3,903,115,196,2,32,285,80,253,1596,82,3,2
2021,Merton 025E,E01003422,19,0,0,0,10,1,3,5,805,113,266,4,20,203,50,183,1463,54,2,1
2021,Merton 011E,E01003423,23,0,0,1,5,2,5,10,829,141,114,12,31,386,118,355,1641,130,6,12
2021,Merton 015B,E01003424,20,0,0,0,5,4,7,4,908,142,150,14,31,208,76,177,1533,90,7,8
2021,Merton 015C,E01003425,16,0,0,0,0,7,3,6,894,136,132,7,24,207,82,183,1487,89,4,9
2021,Merton 015D,E01003426,16,0,0,1,2,4,1,8,997,106,106,2,20,395,123,375,1755,125,8,2
2021,Merton 023A,E01003427,12,0,0,2,4,1,2,3,913,83,137,4,11,716,105,705,1975,109,2,3
2021,Merton 015E,E01003428,26,1,0,1,0,9,7,8,845,152,129,12,17,251,90,234,1514,102,4,5
2021,Merton 019A,E01003429,1,0,0,0,0,1,0,0,1008,97,140,0,12,308,73,296,1629,73,0,2
2021,Merton 019B,E01003430,2,0,0,0,1,0,0,1,1017,71,104,2,3,409,67,406,1675,69,1,2
2021,Merton 019C,E01003431,5,1,0,0,0,0,0,4,1078,107,163,0,8,302,46,294,1701,46,0,0
2021,Merton 019D,E01003432,3,0,1,0,0,1,0,1,1089,134,178,3,3,249,50,246,1706,53,0,0
2021,Merton 019E,E01003433,5,0,0,0,0,3,1,1,946,88,106,0,10,389,62,379,1596,62,0,0
2021,Merton 017E,E01003434,0,0,0,0,0,0,0,0,908,87,137,0,14,352,60,338,1547,60,0,3
2021,Merton 014E,E01003435,8,0,0,0,3,0,2,3,1332,115,190,1,10,417,64,407,2128,65,0,1
2021,Merton 023B,E01003436,4,0,0,0,3,1,0,0,939,139,208,1,25,385,64,360,1743,65,1,2
2021,Merton 022C,E01003437,7,0,0,0,5,0,1,1,1091,134,228,4,39,465,101,426,2031,105,1,0
2021,Merton 024A,E01003438,6,0,0,0,1,1,0,4,1000,161,223,0,11,341,94,330,1827,94,0,2
2021,Merton 023C,E01003439,9,0,0,0,1,6,1,1,787,92,144,1,15,480,74,465,1589,75,2,0
2021,Merton 022D,E01003440,6,0,0,1,1,1,2,1,944,107,172,4,18,355,75,337,1668,79,2,3
2021,Merton 022E,E01003441,8,0,0,0,2,1,1,4,1151,104,192,3,23,359,79,336,1897,82,0,1
2021,Merton 010A,E01003442,46,0,0,3,5,11,12,15,993,133,97,5,33,312,82,279,1682,87,6,8
2021,Merton 010B,E01003443,17,0,0,1,3,1,6,6,955,168,113,1,36,266,96,230,1630,97,2,12
2021,Merton 010C,E01003444,21,0,0,1,5,4,5,6,855,153,133,3,20,315,117,295,1611,120,8,6
2021,Merton 010D,E01003445,26,0,0,0,9,3,8,6,1040,174,143,6,28,319,92,291,1810,98,2,8
2021,Merton 016C,E01003446,28,0,0,0,6,4,8,10,975,153,136,14,41,516,130,475,1965,144,7,6
2021,Merton 016D,E01003447,17,0,0,0,5,1,6,5,859,131,148,3,21,381,63,360,1609,66,5,2
2021,Merton 023D,E01003448,18,0,0,3,5,2,2,6,1226,193,188,0,22,547,125,525,2302,125,0,5
2021,Merton 024B,E01003449,6,0,0,0,2,1,1,2,1036,126,155,3,24,444,101,420,1871,104,0,0
2021,Merton 024C,E01003450,8,0,0,0,1,1,0,6,974,179,230,5,12,322,80,310,1800,85,0,2
2021,Merton 024D,E01003451,12,0,0,0,0,0,5,7,1026,152,304,5,34,390,39,356,1940,44,5,7
2021,Merton 024E,E01003452,15,0,0,0,1,0,5,9,1226,168,267,4,11,456,81,445,2223,85,1,5
2021,Merton 023E,E01003453,6,0,0,2,2,0,0,2,896,154,217,2,21,477,84,456,1837,86,0,1
2021,Merton 003B,E01003454,33,0,0,1,5,7,5,15,748,118,114,5,18,260,82,242,1362,87,1,1
2021,Merton 005E,E01003455,22,0,0,0,4,4,7,7,843,133,122,3,28,438,94,410,1670,97,4,11
2021,Merton 003C,E01003456,21,0,0,1,6,5,4,5,781,167,112,3,18,385,123,367,1603,126,6,5
2021,Merton 006C,E01003457,29,0,0,0,8,6,10,5,901,107,99,8,23,348,120,325,1625,128,4,9
2021,Merton 006D,E01003458,43,0,0,3,3,9,11,17,917,202,113,9,25,364,99,339,1757,108,2,8
2021,Merton 006E,E01003459,44,0,0,2,10,10,5,17,1124,219,172,4,39,446,151,407,2181,155,10,11
2021,Merton 002A,E01003460,32,0,0,2,2,6,9,13,789,148,130,7,19,215,69,196,1403,76,6,7
2021,Merton 004E,E01003461,36,0,1,5,7,4,7,12,791,147,101,3,25,274,80,249,1451,83,8,11
2021,Merton 002B,E01003462,28,0,0,0,3,6,10,9,819,118,131,2,22,224,87,202,1419,89,7,3
2021,Merton 010E,E01003463,22,0,0,2,1,1,13,5,869,117,85,4,28,307,89,279,1504,93,6,5
2021,Merton 002C,E01003464,11,0,0,0,2,3,4,2,796,105,110,5,15,284,71,269,1389,76,4,3
2021,Merton 002D,E01003465,24,0,1,0,2,3,9,9,745,116,97,3,20,243,76,223,1313,79,6,3
2021,Merton 020A,E01003466,23,0,2,4,4,5,5,3,927,184,185,5,36,304,79,268,1712,84,1,4
2021,Merton 020B,E01003467,27,0,0,3,8,6,3,7,1039,138,190,3,35,280,79,245,1766,82,4,6
2021,Merton 020C,E01003468,23,0,0,2,3,0,5,13,1024,192,167,5,29,235,102,206,1761,107,3,10
2021,Merton 020D,E01003469,15,0,0,1,2,4,3,5,888,93,126,0,17,429,96,412,1651,96,3,1
2021,Merton 020E,E01003470,8,0,2,1,1,2,2,0,1100,133,184,8,18,434,119,416,1995,127,0,9
2021,Merton 016E,E01003471,22,0,0,0,4,9,5,4,960,122,171,2,28,344,90,316,1720,92,4,5
2021,Merton 001A,E01003472,29,0,0,2,3,5,9,10,794,128,99,10,19,203,72,184,1349,82,6,8
2021,Merton 001B,E01003473,24,0,1,4,4,3,5,7,731,141,104,5,25,343,119,318,1471,124,1,3
2021,Merton 001C,E01003474,30,0,0,0,4,3,12,11,743,141,104,7,23,234,86,211,1357,93,7,5
2021,Merton 003D,E01003476,16,0,0,1,2,4,3,6,808,111,97,1,14,219,71,205,1331,72,1,7
2021,Merton 003E,E01003477,27,0,0,2,2,7,10,6,893,148,116,13,40,318,71,278,1597,84,1,10
2021,Merton 001E,E01003478,35,0,0,1,5,10,7,12,1061,158,129,9,29,377,126,348,1910,135,2,13
2021,Newham 035A,E01003479,4,0,0,0,1,0,2,1,686,58,131,0,1,614,51,613,1547,51,2,1
2021,Newham 033A,E01003480,13,0,0,0,2,7,0,4,1051,98,153,4,10,616,69,606,2013,73,7,2
2021,Newham 035B,E01003481,10,0,0,3,0,2,1,4,720,58,101,0,10,539,48,529,1476,48,0,0
2021,Newham 032A,E01003483,2,0,0,0,0,0,1,1,1017,89,96,2,4,401,47,397,1654,49,0,0
2021,Newham 032B,E01003484,7,0,0,3,1,1,0,2,737,52,73,0,8,852,79,844,1801,79,0,1
2021,Newham 035C,E01003485,13,0,0,1,2,1,2,7,783,37,85,0,4,701,66,697,1687,66,0,2
2021,Newham 033C,E01003486,3,0,0,1,0,0,0,2,867,59,83,1,2,159,33,157,1208,34,0,3
2021,Newham 033D,E01003487,4,0,0,0,0,2,1,1,965,48,79,0,4,211,42,207,1353,42,2,2
2021,Newham 019A,E01003488,2,0,0,1,0,0,0,1,1367,65,85,0,4,425,38,421,1983,38,1,0
2021,Newham 019B,E01003489,6,0,0,0,3,0,2,1,1872,106,78,3,7,765,123,758,2993,126,16,24
2021,Newham 019C,E01003490,3,0,0,0,0,0,1,2,1194,51,51,2,3,613,79,610,1994,81,0,1
2021,Newham 022A,E01003491,1,0,0,0,0,0,0,1,1097,19,38,0,9,733,89,724,1980,89,0,3
2021,Newham 025A,E01003492,8,0,0,0,2,2,2,2,1236,41,63,0,7,636,47,629,2032,47,0,1
2021,Newham 025C,E01003494,6,0,0,0,0,2,0,4,1224,49,73,2,8,644,114,636,2116,116,0,4
2021,Newham 025D,E01003495,7,0,0,0,2,1,1,3,1221,71,156,4,9,533,79,524,2078,83,1,6
2021,Newham 027A,E01003496,9,0,0,0,0,4,0,5,770,35,64,1,3,422,37,419,1339,38,0,1
2021,Newham 034A,E01003497,10,0,0,0,2,2,0,6,886,109,184,3,3,410,46,407,1648,49,0,0
2021,Newham 027B,E01003498,7,0,0,0,3,1,0,3,1091,75,146,0,16,499,50,483,1869,50,0,1
2021,Newham 030A,E01003499,4,0,0,0,1,2,1,0,1438,86,168,1,9,620,56,611,2374,57,1,0
2021,Newham 027C,E01003500,12,0,0,0,2,1,5,4,1218,71,138,0,5,520,85,515,2049,85,0,5
2021,Newham 030B,E01003501,6,0,0,0,2,3,1,0,1337,129,122,2,3,664,94,661,2355,96,0,1
2021,Newham 030C,E01003502,6,0,0,1,1,3,0,1,1522,72,139,1,16,865,65,849,2672,66,1,1
2021,Newham 030D,E01003503,24,0,0,2,2,4,7,9,1527,138,121,2,16,934,132,918,2885,134,2,5
2021,Newham 034D,E01003506,1,0,0,0,0,0,1,0,849,56,109,0,6,373,32,367,1422,32,1,1
2021,Newham 031A,E01003507,2,0,0,0,1,0,1,0,1201,79,159,0,4,709,106,705,2259,106,1,2
2021,Newham 031B,E01003508,7,0,0,0,1,1,1,4,1313,123,178,1,14,845,91,831,2560,92,0,2
2021,Newham 031C,E01003509,6,0,0,0,1,0,2,3,996,145,229,3,8,594,84,586,2059,87,0,2
2021,Newham 036A,E01003511,9,0,0,0,5,2,0,2,1099,115,137,0,5,483,73,478,1922,73,2,4
2021,Newham 036B,E01003512,8,0,0,0,1,1,1,5,1009,79,168,0,10,646,67,636,1979,67,0,2
2021,Newham 035D,E01003513,7,0,0,0,3,0,1,3,678,54,106,3,8,653,62,645,1565,65,0,2
2021,Newham 036C,E01003514,2,0,0,0,1,0,1,0,869,88,160,0,9,478,59,469,1657,59,0,1
2021,Newham 036D,E01003515,10,0,0,0,2,0,3,5,1173,79,143,4,6,636,63,630,2108,67,0,0
2021,Newham 032C,E01003516,5,0,1,0,0,1,0,3,1115,89,134,0,43,501,41,458,1889,41,1,3
2021,Newham 036E,E01003517,5,0,0,0,2,1,1,1,1145,86,148,1,13,430,68,417,1884,69,0,1
2021,Newham 032D,E01003518,4,0,0,0,0,0,1,3,804,82,130,0,10,563,52,553,1636,52,0,1
2021,Newham 032E,E01003519,5,0,0,0,1,2,1,1,799,37,95,1,0,644,38,644,1619,39,0,0
2021,Newham 018A,E01003520,3,0,0,0,0,0,0,3,1047,36,41,1,1,788,69,787,1985,70,0,0
2021,Newham 018B,E01003521,4,0,0,0,0,2,1,1,1095,42,28,0,8,940,61,932,2170,61,0,0
2021,Newham 018C,E01003522,4,0,0,0,0,2,0,2,1034,32,31,0,0,680,72,680,1853,72,0,0
2021,Newham 024A,E01003523,3,0,0,0,1,0,0,2,1316,47,79,1,7,953,63,946,2463,64,0,1
2021,Newham 019D,E01003524,2,0,0,0,0,0,0,2,990,30,51,0,1,772,84,771,1930,84,0,1
2021,Newham 018D,E01003525,2,0,0,0,0,0,1,1,1233,37,44,0,5,705,54,700,2075,54,0,0
2021,Newham 018E,E01003526,3,0,0,1,0,0,1,1,1269,54,55,1,7,452,44,445,1878,45,0,0
2021,Newham 024B,E01003527,9,0,0,1,0,1,2,5,1096,62,108,2,8,499,49,491,1831,51,1,5
2021,Newham 005A,E01003528,2,0,0,0,1,1,0,0,987,25,24,0,4,277,42,273,1357,42,0,0
2021,Newham 010A,E01003529,15,0,0,0,3,0,1,11,1531,51,30,0,2,731,60,729,2418,60,0,0
2021,Newham 010B,E01003530,3,0,0,0,3,0,0,0,1107,42,39,0,2,621,79,619,1891,79,0,0
2021,Newham 010C,E01003531,2,0,0,0,0,1,0,1,1483,45,43,1,1,633,45,632,2253,46,0,1
2021,Newham 010D,E01003532,0,0,0,0,0,0,0,0,1391,26,25,1,7,812,53,805,2308,54,0,0
2021,Newham 011A,E01003533,2,0,0,0,0,1,1,0,1558,64,34,0,3,595,59,592,2314,59,1,1
2021,Newham 010E,E01003534,2,0,0,0,2,0,0,0,1426,52,45,0,8,716,81,708,2323,81,0,1
2021,Newham 023A,E01003535,9,0,0,0,3,2,0,4,1183,81,167,0,0,368,44,368,1855,44,2,1
2021,Newham 023B,E01003536,8,0,0,0,1,0,4,3,1239,65,124,1,11,636,45,625,2119,46,0,1
2021,Newham 024C,E01003537,12,0,0,1,4,0,2,5,1240,76,119,0,3,668,43,665,2160,43,1,1
2021,Newham 029A,E01003538,9,0,0,0,1,0,2,6,1206,63,110,0,5,639,105,634,2135,105,2,1
2021,Newham 029B,E01003539,9,1,0,0,1,1,5,1,1425,80,92,1,8,798,108,790,2517,109,0,4
2021,Newham 029C,E01003540,3,0,0,0,0,0,1,2,1261,73,109,1,5,531,53,526,2031,54,0,0
2021,Newham 029D,E01003541,4,0,0,0,2,0,1,1,1276,65,109,0,5,510,53,505,2021,53,3,1
2021,Newham 024D,E01003542,10,0,0,0,1,5,2,2,1445,85,89,2,6,550,50,544,2234,52,3,0
2021,Newham 001A,E01003543,14,0,0,0,1,3,4,6,1384,111,105,1,32,619,93,587,2335,94,3,5
2021,Newham 001B,E01003544,11,0,0,0,2,1,1,7,1043,64,100,0,6,528,65,522,1811,65,0,0
2021,Newham 006A,E01003545,7,0,0,0,3,4,0,0,962,77,112,2,10,541,52,531,1753,54,0,0
2021,Newham 001C,E01003546,8,0,0,3,3,1,0,1,1171,67,60,1,5,425,56,420,1788,57,0,0
2021,Newham 007A,E01003547,15,0,0,1,2,3,5,4,1178,106,118,3,21,453,77,432,1957,80,5,2
2021,Newham 006B,E01003548,9,0,0,2,3,1,0,3,1129,90,122,1,9,801,91,792,2248,92,3,2
2021,Newham 006C,E01003549,11,0,0,1,3,3,0,4,1145,65,96,6,9,652,129,643,2120,135,0,16
2021,Newham 001D,E01003550,5,0,0,0,2,1,0,2,1071,67,70,3,16,497,62,481,1777,65,0,2
2021,Newham 009A,E01003551,10,0,0,0,3,0,3,4,897,46,75,0,18,743,58,725,1830,58,0,1
2021,Newham 016A,E01003552,6,0,0,0,1,0,0,5,908,62,62,0,10,477,83,467,1599,83,0,1
2021,Newham 009B,E01003553,7,0,0,0,1,3,1,2,1236,45,73,1,4,571,85,567,2021,86,0,3
2021,Newham 009C,E01003554,15,0,0,2,5,2,2,4,954,54,98,0,5,680,92,675,1900,92,3,4
2021,Newham 007B,E01003555,9,0,0,0,4,2,0,3,1368,52,59,0,4,354,41,350,1885,41,1,1
2021,Newham 008A,E01003556,2,0,0,0,0,0,1,1,1168,59,58,0,4,608,72,604,1969,72,1,1
2021,Newham 006D,E01003557,10,0,0,0,1,2,4,3,1162,65,58,0,6,608,55,602,1959,55,0,1
2021,Newham 008B,E01003558,2,0,0,0,0,0,0,2,930,66,34,0,0,614,68,614,1717,68,3,0
2021,Newham 009D,E01003559,22,1,0,2,4,2,9,4,1265,82,88,4,24,808,116,784,2392,120,2,5
2021,Newham 011B,E01003560,1,0,0,0,1,0,0,0,1086,36,29,1,7,476,47,469,1676,48,0,0
2021,Newham 007C,E01003561,1,0,0,0,0,1,0,0,1069,37,30,0,0,536,44,536,1717,44,0,0
2021,Newham 014A,E01003562,1,0,0,0,0,1,0,0,1212,49,22,0,0,738,78,738,2101,78,0,1
2021,Newham 011C,E01003563,0,0,0,0,0,0,0,0,1602,73,50,0,9,819,70,810,2615,70,0,1
2021,Newham 014B,E01003564,4,0,0,0,0,2,1,1,1377,36,61,0,8,797,92,789,2368,92,1,0
2021,Newham 014C,E01003565,1,0,0,0,1,0,0,0,1306,16,41,0,4,691,33,687,2089,33,0,1
2021,Newham 014D,E01003566,2,0,0,0,0,0,0,2,1083,40,33,0,4,750,54,746,1963,54,0,1
2021,Newham 007D,E01003567,3,0,0,0,1,0,0,2,1095,34,22,0,2,729,52,727,1936,52,0,1
2021,Newham 017A,E01003568,2,0,0,0,0,0,1,1,1579,46,31,0,2,855,70,853,2584,70,1,0
2021,Newham 017B,E01003569,1,0,0,0,0,0,0,1,1261,30,31,1,5,1097,41,1092,2464,42,0,2
2021,Newham 008C,E01003570,2,0,0,0,0,1,0,1,1193,46,58,0,1,570,39,569,1909,39,0,1
2021,Newham 008D,E01003571,1,0,0,0,1,0,0,0,1436,42,43,0,5,692,61,687,2275,61,0,0
2021,Newham 008E,E01003572,2,0,0,0,1,1,0,0,1154,21,23,0,3,418,57,415,1675,57,0,0
2021,Newham 017C,E01003573,1,0,0,0,0,1,0,0,1388,63,22,0,3,751,103,748,2329,103,0,1
2021,Newham 017D,E01003574,7,0,0,0,1,2,3,1,1561,66,42,1,13,781,91,768,2552,92,1,2
2021,Newham 005B,E01003575,6,0,0,1,3,1,0,1,1022,30,40,1,6,523,40,517,1662,41,0,0
2021,Newham 002A,E01003576,4,0,0,0,1,0,1,2,1071,60,70,0,3,525,67,522,1799,67,0,2
2021,Newham 005C,E01003577,3,0,1,1,0,0,1,0,1606,47,82,0,9,531,116,522,2387,116,0,2
2021,Newham 003A,E01003578,6,0,0,0,1,0,4,1,1005,31,56,0,3,827,72,824,1998,72,0,1
2021,Newham 004A,E01003579,2,0,0,0,0,0,0,2,1297,41,37,0,5,538,71,533,1986,71,0,0
2021,Newham 005D,E01003580,2,0,0,2,0,0,0,0,1209,54,58,0,8,607,69,599,2002,69,0,3
2021,Newham 002B,E01003581,0,0,0,0,0,0,0,0,1101,47,51,1,1,512,87,511,1802,88,1,2
2021,Newham 002C,E01003582,0,0,0,0,0,0,0,0,942,53,54,0,9,502,47,493,1598,47,0,0
2021,Newham 002D,E01003583,0,0,0,0,0,0,0,0,1216,31,41,3,9,729,74,720,2096,77,1,1
2021,Newham 003B,E01003584,12,0,0,1,3,2,1,5,1258,88,77,0,12,428,51,416,1917,51,2,1
2021,Newham 004B,E01003585,3,0,0,0,1,0,1,1,1078,27,26,0,4,474,21,470,1629,21,0,0
2021,Newham 003C,E01003586,0,0,0,0,0,0,0,0,1078,42,47,0,3,582,82,579,1831,82,0,0
2021,Newham 004C,E01003587,13,0,0,0,4,1,4,4,1455,68,46,2,14,842,58,828,2487,60,0,3
2021,Newham 011D,E01003588,2,0,0,0,2,0,0,0,975,32,28,2,6,474,51,468,1564,53,0,0
2021,Newham 011E,E01003589,11,0,0,3,0,4,0,4,1096,28,25,0,3,634,61,631,1857,61,0,2
2021,Newham 003D,E01003590,6,0,0,0,1,0,3,2,1000,74,92,0,2,379,51,377,1607,51,2,3
2021,Newham 004D,E01003591,3,0,0,1,2,0,0,0,1135,53,58,2,12,945,58,933,2256,60,0,2
2021,Newham 022B,E01003592,4,0,0,0,1,2,0,1,1151,74,86,0,17,495,80,478,1892,80,0,2
2021,Newham 027D,E01003593,12,0,0,0,2,3,4,3,888,60,95,2,7,408,43,401,1508,45,0,0
2021,Newham 026A,E01003594,2,0,0,0,1,0,0,1,1102,61,86,1,3,512,61,509,1826,62,1,0
2021,Newham 026B,E01003595,8,0,0,1,3,0,0,4,1074,63,84,1,12,516,64,504,1812,65,0,2
2021,Newham 016B,E01003596,9,0,0,0,2,2,2,3,1063,39,50,0,10,518,34,508,1717,34,2,2
2021,Newham 016C,E01003597,1,0,0,0,1,0,0,0,1530,43,46,0,2,493,73,491,2189,73,2,1
2021,Newham 021A,E01003598,7,0,0,2,0,0,2,3,1228,73,67,0,2,445,72,443,1894,72,0,2
2021,Newham 022C,E01003599,4,0,0,2,0,0,1,1,1013,21,60,0,1,490,61,489,1649,61,0,0
2021,Newham 021B,E01003600,4,0,0,0,1,0,1,2,913,70,72,2,15,506,60,491,1629,62,0,2
2021,Newham 028A,E01003601,5,0,1,0,2,0,2,0,1325,98,190,0,3,511,72,508,2201,72,0,0
2021,Newham 026C,E01003602,2,0,0,0,0,0,1,1,1110,84,73,1,8,853,64,845,2187,65,0,0
2021,Newham 028B,E01003603,3,0,0,0,0,0,2,1,1129,79,92,1,7,561,73,554,1940,74,1,1
2021,Newham 031D,E01003604,8,0,0,0,3,3,1,1,1229,72,139,6,5,759,74,754,2291,80,1,3
2021,Newham 028C,E01003605,2,0,1,0,0,0,1,0,1265,60,91,0,5,571,75,566,2071,75,2,5
2021,Newham 026D,E01003607,7,0,0,0,0,2,1,4,1018,62,83,1,7,639,84,632,1896,85,2,0
2021,Newham 028D,E01003608,10,0,0,1,3,3,2,1,1071,75,105,1,9,682,87,673,2033,88,1,1
2021,Newham 041C,E01003611,3,0,0,1,0,0,0,2,1193,71,135,0,4,502,56,498,1960,56,0,0
2021,Newham 039A,E01003615,4,0,0,1,0,0,1,2,934,50,89,1,6,569,54,563,1702,55,1,0
2021,Newham 012A,E01003616,7,2,0,0,1,0,3,1,1018,68,95,0,9,576,81,567,1848,81,0,3
2021,Newham 012C,E01003618,31,0,3,1,6,3,12,6,1115,86,107,2,20,849,76,829,2271,78,1,4
2021,Newham 012D,E01003619,11,0,0,1,3,0,2,5,1339,100,128,0,12,799,99,787,2481,99,1,4
2021,Newham 023C,E01003621,2,0,0,0,1,0,0,1,928,32,51,0,5,605,32,600,1652,32,1,1
2021,Newham 023D,E01003622,4,0,0,1,0,0,3,0,1055,54,48,0,4,591,68,587,1821,68,1,0
