date,geography,geography code,Length of residence in the UK: 10 years or more,"Length of residence in the UK: 2 years or more, but less than 5 years","Length of residence in the UK: 5 years or more, but less than 10 years",Length of residence in the UK: Born in the UK,Length of residence in the UK: Less than 2 years,Length of residence in the UK: Total: All usual residents
2021,Lewisham 027B,E01003310,306,67,84,1104,26,1587
2021,Lewisham 027C,E01003311,304,33,49,1202,7,1595
2021,Lewisham 027D,E01003312,323,49,66,1292,26,1756
2021,Lewisham 027E,E01003313,337,43,126,1049,16,1571
2021,Lewisham 024C,E01003314,281,68,42,1236,20,1647
2021,Lewisham 024D,E01003315,264,39,57,912,34,1306
2021,Lewisham 024E,E01003316,265,43,68,1082,17,1475
2021,Lewisham 020B,E01003318,523,94,218,1167,73,2075
2021,Lewisham 018A,E01003319,534,96,148,956,62,1796
2021,Lewisham 018B,E01003320,425,107,115,911,28,1586
2021,Lewisham 020C,E01003321,377,54,89,1193,35,1748
2021,Lewisham 020D,E01003322,390,66,138,929,112,1635
2021,Lewisham 018C,E01003323,345,65,91,927,82,1510
2021,Lewisham 020E,E01003324,441,142,234,804,67,1688
2021,Lewisham 018D,E01003325,521,61,149,1054,32,1817
2021,Lewisham 035A,E01003326,376,55,71,1238,74,1814
2021,Lewisham 035B,E01003327,351,49,50,1151,30,1631
2021,Lewisham 035C,E01003328,378,72,96,1192,35,1773
2021,Lewisham 033A,E01003329,298,32,85,1206,20,1641
2021,Lewisham 033B,E01003330,338,34,70,1131,17,1590
2021,Lewisham 033C,E01003331,344,28,73,1052,25,1522
2021,Lewisham 033D,E01003332,338,40,105,1084,26,1593
2021,Lewisham 035D,E01003333,265,52,84,1119,14,1534
2021,Lewisham 033E,E01003334,382,64,143,1128,65,1782
2021,Lewisham 035E,E01003335,328,19,38,1113,15,1513
2021,Lewisham 010A,E01003336,442,57,75,919,39,1532
2021,Lewisham 010B,E01003337,407,49,66,897,14,1433
2021,Lewisham 006A,E01003338,585,97,159,1114,72,2027
2021,Lewisham 006B,E01003339,426,78,100,1046,40,1690
2021,Lewisham 006C,E01003340,359,155,166,1275,113,2068
2021,Lewisham 006D,E01003341,263,27,42,1033,18,1383
2021,Lewisham 010C,E01003342,373,53,96,1120,50,1692
2021,Lewisham 006E,E01003343,301,36,57,1033,24,1451
2021,Lewisham 010D,E01003344,358,57,69,1166,25,1675
2021,Lewisham 010E,E01003345,484,44,98,1302,34,1962
2021,Lewisham 026A,E01003346,385,26,88,1159,12,1670
2021,Lewisham 030A,E01003347,470,46,72,1145,18,1751
2021,Lewisham 030B,E01003348,539,48,80,1093,29,1789
2021,Lewisham 026B,E01003349,326,70,95,1017,34,1542
2021,Lewisham 030C,E01003350,369,47,68,822,16,1322
2021,Lewisham 026C,E01003351,387,37,96,1127,44,1691
2021,Lewisham 030D,E01003352,609,61,134,1441,41,2286
2021,Lewisham 030E,E01003353,469,41,72,1169,34,1785
2021,Lewisham 026D,E01003354,513,105,146,1217,76,2057
2021,Merton 009A,E01003355,355,126,206,1004,77,1768
2021,Merton 009B,E01003356,387,100,145,1145,61,1838
2021,Merton 012A,E01003357,521,74,136,1098,37,1866
2021,Merton 009C,E01003358,361,118,194,1003,115,1791
2021,Merton 006A,E01003359,353,83,132,1114,66,1748
2021,Merton 006B,E01003360,318,116,142,1127,86,1789
2021,Merton 015A,E01003361,431,79,97,1023,43,1673
2021,Merton 021A,E01003362,308,22,51,971,31,1383
2021,Merton 021B,E01003363,350,61,73,1175,39,1698
2021,Merton 021C,E01003364,390,56,72,1263,36,1817
2021,Merton 021D,E01003365,399,48,72,924,42,1485
2021,Merton 016A,E01003366,356,154,191,955,80,1736
2021,Merton 008A,E01003368,504,79,136,897,57,1673
2021,Merton 005B,E01003369,364,111,131,974,61,1641
2021,Merton 005C,E01003370,467,136,187,1122,80,1992
2021,Merton 005D,E01003371,362,71,117,953,48,1551
2021,Merton 008B,E01003372,426,79,117,1006,76,1704
2021,Merton 018A,E01003373,407,43,100,962,39,1551
2021,Merton 022A,E01003374,477,98,132,1054,53,1814
2021,Merton 022B,E01003375,456,70,135,1080,34,1775
2021,Merton 012B,E01003376,444,81,116,901,30,1572
2021,Merton 012C,E01003377,516,51,91,933,51,1642
2021,Merton 018B,E01003378,639,98,183,1250,69,2239
2021,Merton 018C,E01003379,620,159,180,992,74,2025
2021,Merton 011A,E01003380,387,71,136,1071,81,1746
2021,Merton 016B,E01003381,338,126,133,911,61,1569
2021,Merton 011B,E01003382,373,86,149,1108,67,1783
2021,Merton 009D,E01003383,308,159,154,923,103,1647
2021,Merton 009E,E01003384,342,139,126,1008,70,1685
2021,Merton 011C,E01003385,325,97,110,1043,61,1636
2021,Merton 013A,E01003386,776,128,226,1043,101,2274
2021,Merton 014A,E01003387,593,86,138,1221,46,2084
2021,Merton 013B,E01003388,582,74,117,909,45,1727
2021,Merton 013C,E01003389,602,124,129,851,92,1798
2021,Merton 018D,E01003390,614,106,153,856,58,1787
2021,Merton 014B,E01003391,392,35,65,796,34,1322
2021,Merton 013D,E01003392,455,76,104,717,63,1415
2021,Merton 008C,E01003393,465,145,194,744,72,1620
2021,Merton 007A,E01003394,715,142,191,921,94,2063
2021,Merton 007B,E01003395,549,83,124,827,53,1636
2021,Merton 007C,E01003396,467,67,103,827,44,1508
2021,Merton 007D,E01003397,501,65,93,807,55,1521
2021,Merton 007E,E01003398,592,115,142,983,77,1909
2021,Merton 011D,E01003399,295,112,124,799,74,1404
2021,Merton 003A,E01003400,295,120,159,799,88,1461
2021,Merton 004A,E01003401,332,144,98,752,82,1408
2021,Merton 004B,E01003402,353,122,119,775,118,1487
2021,Merton 004C,E01003403,288,89,98,944,62,1481
2021,Merton 004D,E01003404,398,135,155,1028,115,1831
2021,Merton 018E,E01003405,769,110,162,1329,62,2432
2021,Merton 008D,E01003406,485,64,150,962,27,1688
2021,Merton 008E,E01003407,578,154,211,906,96,1945
2021,Merton 012D,E01003408,534,134,237,983,60,1948
2021,Merton 013E,E01003409,629,68,126,930,48,1801
2021,Merton 012E,E01003410,485,90,151,855,53,1634
2021,Merton 014C,E01003411,571,82,176,1161,45,2035
2021,Merton 014D,E01003412,497,76,122,1024,37,1756
2021,Merton 017A,E01003413,603,109,207,1080,83,2082
2021,Merton 017B,E01003414,541,64,108,951,60,1724
2021,Merton 017C,E01003415,762,125,163,1249,90,2389
2021,Merton 017D,E01003416,518,70,100,825,73,1586
2021,Merton 025A,E01003417,273,17,59,1218,24,1591
2021,Merton 025B,E01003418,226,24,32,1147,12,1441
2021,Merton 025C,E01003419,334,62,88,1302,39,1825
2021,Merton 025D,E01003420,310,31,71,1056,14,1482
2021,Merton 021E,E01003421,355,73,128,1001,36,1593
2021,Merton 025E,E01003422,281,31,65,1073,15,1465
2021,Merton 011E,E01003423,321,91,141,1023,66,1642
2021,Merton 015B,E01003424,308,45,59,1094,27,1533
2021,Merton 015C,E01003425,344,41,61,1024,18,1488
2021,Merton 015D,E01003426,518,127,107,931,75,1758
2021,Merton 023A,E01003427,554,192,276,831,123,1976
2021,Merton 015E,E01003428,276,68,83,1030,58,1515
2021,Merton 019A,E01003429,483,38,106,962,40,1629
2021,Merton 019B,E01003430,570,75,116,870,45,1676
2021,Merton 019C,E01003431,500,46,71,1046,38,1701
2021,Merton 019D,E01003432,398,36,100,1145,26,1705
2021,Merton 019E,E01003433,558,72,104,804,57,1595
2021,Merton 017E,E01003434,480,57,91,852,65,1545
2021,Merton 014E,E01003435,597,50,117,1301,62,2127
2021,Merton 023B,E01003436,499,69,85,1047,42,1742
2021,Merton 022C,E01003437,630,85,144,1121,51,2031
2021,Merton 024A,E01003438,513,51,100,1129,36,1829
2021,Merton 023C,E01003439,458,104,169,810,49,1590
2021,Merton 022D,E01003440,479,70,100,977,41,1667
2021,Merton 022E,E01003441,527,68,112,1147,44,1898
2021,Merton 010A,E01003442,390,77,92,1063,61,1683
2021,Merton 010B,E01003443,302,60,71,1149,48,1630
2021,Merton 010C,E01003444,318,98,99,1039,57,1611
2021,Merton 010D,E01003445,410,66,91,1176,65,1808
2021,Merton 016C,E01003446,428,172,200,1067,97,1964
2021,Merton 016D,E01003447,368,80,142,964,55,1609
2021,Merton 023D,E01003448,582,146,187,1333,53,2301
2021,Merton 024B,E01003449,579,82,200,978,34,1873
2021,Merton 024C,E01003450,427,48,111,1183,28,1797
2021,Merton 024D,E01003451,452,65,119,1271,34,1941
2021,Merton 024E,E01003452,641,69,129,1345,42,2226
2021,Merton 023E,E01003453,510,82,128,1038,78,1836
2021,Merton 003B,E01003454,298,83,92,858,30,1361
2021,Merton 005E,E01003455,323,150,147,990,58,1668
2021,Merton 003C,E01003456,306,137,133,911,111,1598
2021,Merton 006C,E01003457,341,77,90,1046,72,1626
2021,Merton 006D,E01003458,322,101,108,1152,74,1757
2021,Merton 006E,E01003459,420,115,160,1423,63,2181
2021,Merton 002A,E01003460,276,48,75,953,53,1405
2021,Merton 004E,E01003461,279,72,83,962,50,1446
2021,Merton 002B,E01003462,301,72,52,949,45,1419
2021,Merton 010E,E01003463,365,56,106,895,83,1505
2021,Merton 002C,E01003464,393,70,62,794,71,1390
2021,Merton 002D,E01003465,311,47,66,833,53,1310
2021,Merton 020A,E01003466,374,66,101,1127,43,1711
2021,Merton 020B,E01003467,395,49,75,1206,42,1767
2021,Merton 020C,E01003468,371,34,93,1243,20,1761
2021,Merton 020D,E01003469,557,65,121,859,49,1651
2021,Merton 020E,E01003470,620,63,130,1106,80,1999
2021,Merton 016E,E01003471,417,76,121,1069,40,1723
2021,Merton 001A,E01003472,251,30,57,983,31,1352
2021,Merton 001B,E01003473,295,84,130,905,58,1472
2021,Merton 001C,E01003474,273,33,71,949,28,1354
2021,Merton 003D,E01003476,326,33,72,878,26,1335
2021,Merton 003E,E01003477,317,65,121,1050,43,1596
2021,Merton 001E,E01003478,350,71,120,1297,73,1911
2021,Newham 035A,E01003479,454,128,193,710,62,1547
2021,Newham 033A,E01003480,555,128,164,1013,155,2015
2021,Newham 035B,E01003481,428,72,140,704,131,1475
2021,Newham 032A,E01003483,543,78,107,833,93,1654
2021,Newham 032B,E01003484,463,216,351,676,92,1798
2021,Newham 035C,E01003485,527,128,225,697,111,1688
2021,Newham 033C,E01003486,366,38,25,760,16,1205
2021,Newham 033D,E01003487,392,41,70,822,28,1353
2021,Newham 019A,E01003488,617,103,102,1075,86,1983
2021,Newham 019B,E01003489,863,246,252,1464,168,2993
2021,Newham 019C,E01003490,597,150,200,885,161,1993
2021,Newham 022A,E01003491,689,191,223,704,174,1981
2021,Newham 025A,E01003492,587,199,175,920,149,2030
2021,Newham 025C,E01003494,666,184,172,987,107,2116
2021,Newham 025D,E01003495,527,134,203,1148,63,2075
2021,Newham 027A,E01003496,424,103,138,605,72,1342
2021,Newham 034A,E01003497,436,90,111,936,75,1648
2021,Newham 027B,E01003498,571,112,149,962,75,1869
2021,Newham 030A,E01003499,665,128,202,1271,107,2373
2021,Newham 027C,E01003500,640,111,135,1054,109,2049
2021,Newham 030B,E01003501,747,134,191,1165,121,2358
2021,Newham 030C,E01003502,820,201,250,1266,134,2671
2021,Newham 030D,E01003503,776,290,337,1298,181,2882
2021,Newham 034D,E01003506,431,105,105,743,41,1425
2021,Newham 031A,E01003507,641,190,224,1084,122,2261
2021,Newham 031B,E01003508,609,208,262,1323,156,2558
2021,Newham 031C,E01003509,409,161,192,1188,113,2063
2021,Newham 036A,E01003511,551,107,159,1042,63,1922
2021,Newham 036B,E01003512,558,184,166,945,125,1978
2021,Newham 035D,E01003513,489,117,205,670,80,1561
2021,Newham 036C,E01003514,419,117,129,941,51,1657
2021,Newham 036D,E01003515,638,111,201,1040,118,2108
2021,Newham 032C,E01003516,552,109,182,986,62,1891
2021,Newham 036E,E01003517,551,76,143,1061,54,1885
2021,Newham 032D,E01003518,502,133,174,768,62,1639
2021,Newham 032E,E01003519,486,137,208,651,137,1619
2021,Newham 018A,E01003520,637,225,269,706,145,1982
2021,Newham 018B,E01003521,653,302,270,708,241,2174
2021,Newham 018C,E01003522,630,196,180,708,138,1852
2021,Newham 024A,E01003523,834,244,265,969,153,2465
2021,Newham 019D,E01003524,618,198,242,702,170,1930
2021,Newham 018D,E01003525,653,206,245,848,123,2075
2021,Newham 018E,E01003526,566,144,150,932,90,1882
2021,Newham 024B,E01003527,490,113,167,982,76,1828
2021,Newham 005A,E01003528,466,62,109,674,47,1358
2021,Newham 010A,E01003529,848,205,196,991,178,2418
2021,Newham 010B,E01003530,622,162,195,770,143,1892
2021,Newham 010C,E01003531,656,180,188,1083,146,2253
2021,Newham 010D,E01003532,693,235,200,926,255,2309
2021,Newham 011A,E01003533,792,137,238,1054,95,2316
2021,Newham 010E,E01003534,771,168,163,1002,219,2323
2021,Newham 023A,E01003535,500,75,132,1086,65,1858
2021,Newham 023B,E01003536,645,157,212,1042,64,2120
2021,Newham 024C,E01003537,653,134,199,1065,112,2163
2021,Newham 029A,E01003538,629,148,205,1018,136,2136
2021,Newham 029B,E01003539,711,191,272,1179,163,2516
2021,Newham 029C,E01003540,576,110,129,1071,145,2031
2021,Newham 029D,E01003541,620,108,164,1062,68,2022
2021,Newham 024D,E01003542,715,130,148,1188,53,2234
2021,Newham 001A,E01003543,649,139,199,1233,113,2333
2021,Newham 001B,E01003544,533,161,149,885,83,1811
2021,Newham 006A,E01003545,457,131,208,870,87,1753
2021,Newham 001C,E01003546,508,125,150,908,96,1787
2021,Newham 007A,E01003547,453,110,127,1192,71,1953
2021,Newham 006B,E01003548,618,200,307,992,131,2248
2021,Newham 006C,E01003549,576,190,251,969,134,2120
2021,Newham 001D,E01003550,433,164,156,917,109,1779
2021,Newham 009A,E01003551,530,224,246,717,113,1830
2021,Newham 016A,E01003552,454,140,158,776,69,1597
2021,Newham 009B,E01003553,594,175,178,953,120,2020
2021,Newham 009C,E01003554,508,208,220,807,156,1899
2021,Newham 007B,E01003555,569,89,93,1062,71,1884
2021,Newham 008A,E01003556,617,112,171,931,140,1971
2021,Newham 006D,E01003557,573,144,202,922,116,1957
2021,Newham 008B,E01003558,467,229,173,724,122,1715
2021,Newham 009D,E01003559,565,275,293,1124,133,2390
2021,Newham 011B,E01003560,572,130,195,689,91,1677
2021,Newham 007C,E01003561,552,171,139,726,127,1715
2021,Newham 014A,E01003562,789,166,202,789,154,2100
2021,Newham 011C,E01003563,876,198,171,1189,186,2620
2021,Newham 014B,E01003564,769,216,198,1016,168,2367
2021,Newham 014C,E01003565,638,186,177,907,182,2090
2021,Newham 014D,E01003566,629,204,217,741,172,1963
2021,Newham 007D,E01003567,592,159,192,761,232,1936
2021,Newham 017A,E01003568,774,157,186,1071,398,2586
2021,Newham 017B,E01003569,750,300,360,859,196,2465
2021,Newham 008C,E01003570,580,132,194,858,146,1910
2021,Newham 008D,E01003571,808,177,179,965,149,2278
2021,Newham 008E,E01003572,489,99,136,855,94,1673
2021,Newham 017C,E01003573,834,218,153,962,162,2329
2021,Newham 017D,E01003574,892,179,194,1121,164,2550
2021,Newham 005B,E01003575,509,126,184,737,104,1660
2021,Newham 002A,E01003576,584,128,167,829,93,1801
2021,Newham 005C,E01003577,763,130,209,1202,83,2387
2021,Newham 003A,E01003578,536,282,248,781,147,1994
2021,Newham 004A,E01003579,642,145,169,919,109,1984
2021,Newham 005D,E01003580,607,126,190,941,135,1999
2021,Newham 002B,E01003581,557,151,199,810,85,1802
2021,Newham 002C,E01003582,481,102,191,729,95,1598
2021,Newham 002D,E01003583,606,209,261,907,112,2095
2021,Newham 003B,E01003584,531,88,115,1111,70,1915
2021,Newham 004B,E01003585,503,124,173,734,96,1630
2021,Newham 003C,E01003586,563,186,144,781,159,1833
2021,Newham 004C,E01003587,738,256,271,1047,176,2488
2021,Newham 011D,E01003588,565,92,165,644,95,1561
2021,Newham 011E,E01003589,565,171,185,830,105,1856
2021,Newham 003D,E01003590,426,82,106,912,82,1608
2021,Newham 004D,E01003591,632,268,316,880,163,2259
2021,Newham 022B,E01003592,571,116,145,925,131,1888
2021,Newham 027D,E01003593,483,111,112,718,84,1508
2021,Newham 026A,E01003594,540,170,156,876,87,1829
2021,Newham 026B,E01003595,552,110,177,856,117,1812
2021,Newham 016B,E01003596,472,141,186,841,77,1717
2021,Newham 016C,E01003597,623,113,213,1147,91,2187
2021,Newham 021A,E01003598,611,92,121,984,86,1894
2021,Newham 022C,E01003599,513,100,133,751,152,1649
2021,Newham 021B,E01003600,534,108,137,757,92,1628
2021,Newham 028A,E01003601,673,107,133,1189,98,2200
2021,Newham 026C,E01003602,588,194,351,875,179,2187
2021,Newham 028B,E01003603,595,147,172,924,102,1940
2021,Newham 031D,E01003604,688,167,210,1074,147,2286
2021,Newham 028C,E01003605,721,127,162,949,112,2071
2021,Newham 026D,E01003607,511,189,208,879,110,1897
2021,Newham 028D,E01003608,605,148,220,920,141,2034
2021,Newham 041C,E01003611,612,102,139,1036,72,1961
2021,Newham 039A,E01003615,507,138,175,787,96,1703
2021,Newham 012A,E01003616,521,189,210,816,110,1846
2021,Newham 012C,E01003618,613,248,265,940,204,2270
2021,Newham 012D,E01003619,599,236,276,1219,153,2483
2021,Newham 023C,E01003621,513,140,246,652,100,1651
2021,Newham 023D,E01003622,545,138,244,794,100,1821
2021,Newham 023E,E01003623,570,141,148,816,79,1754
2021,Newham 024E,E01003624,498,119,142,857,75,1691
2021,Newham 015A,E01003625,518,177,167,689,131,1682
2021,Newham 015B,E01003626,591,153,192,563,183,1682
2021,Newham 015C,E01003627,566,119,147,552,142,1526
2021,Newham 015D,E01003628,600,157,161,636,137,1691
2021,Newham 015E,E01003629,600,234,273,688,152,1947
2021,Newham 021C,E01003630,680,130,151,848,81,1890
2021,Newham 020A,E01003631,481,163,175,918,129,1866
2021,Newham 020B,E01003632,686,246,248,1066,179,2425
2021,Newham 020C,E01003633,593,112,113,962,77,1857
2021,Newham 020D,E01003634,507,119,146,897,82,1751
2021,Newham 016D,E01003635,488,197,208,781,151,1825
2021,Newham 020E,E01003636,661,137,142,1167,88,2195
2021,Newham 021D,E01003637,511,176,269,802,131,1889
2021,Redbridge 017A,E01003638,539,85,106,1106,69,1905
2021,Redbridge 013A,E01003639,649,147,237,1104,119,2256
2021,Redbridge 013B,E01003640,524,84,126,1151,75,1960
2021,Redbridge 013C,E01003641,715,104,108,1029,79,2035
2021,Redbridge 013D,E01003642,596,90,77,951,52,1766
2021,Redbridge 017B,E01003643,641,134,195,1229,76,2275
2021,Redbridge 017C,E01003644,567,71,141,828,49,1656
2021,Redbridge 017D,E01003645,762,339,287,1196,203,2787
2021,Redbridge 012A,E01003646,678,104,167,891,76,1916
2021,Redbridge 015A,E01003647,632,166,147,923,100,1968
2021,Redbridge 012B,E01003648,375,45,67,985,42,1514
2021,Redbridge 012C,E01003649,573,24,109,941,29,1676
2021,Redbridge 015B,E01003650,516,97,114,986,66,1779
2021,Redbridge 012D,E01003651,536,69,46,842,23,1516
2021,Redbridge 015C,E01003652,478,77,103,907,50,1615
2021,Redbridge 015D,E01003653,643,235,219,871,195,2163
2021,Redbridge 004A,E01003654,402,52,84,1119,46,1703
2021,Redbridge 004B,E01003655,306,40,97,1094,35,1572
2021,Redbridge 005A,E01003656,271,31,87,1126,44,1559
2021,Redbridge 005B,E01003657,392,70,107,1564,35,2168
2021,Redbridge 004C,E01003658,394,78,88,1121,39,1720
2021,Redbridge 005C,E01003659,348,55,77,1237,40,1757
2021,Redbridge 004D,E01003660,260,48,56,1394,17,1775
2021,Redbridge 038A,E01003661,671,103,103,1303,47,2227
2021,Redbridge 038C,E01003662,603,128,201,1103,107,2142
2021,Redbridge 037A,E01003663,590,62,59,1213,35,1959
2021,Redbridge 037B,E01003664,455,44,59,1316,36,1910
2021,Redbridge 037E,E01003665,479,54,96,1047,35,1711
2021,Redbridge 038B,E01003666,738,161,224,1623,158,2904
2021,Redbridge 007A,E01003668,343,82,98,1146,48,1717
2021,Redbridge 007B,E01003669,222,34,38,1227,25,1546
2021,Redbridge 007C,E01003670,274,33,53,1160,12,1532
2021,Redbridge 007D,E01003671,247,28,30,1241,11,1557
2021,Redbridge 007E,E01003672,359,82,122,1092,42,1697
2021,Redbridge 007F,E01003673,344,58,105,1343,66,1916
2021,Redbridge 007G,E01003674,487,153,214,1474,96,2424
2021,Redbridge 036A,E01003675,622,81,107,829,84,1723
2021,Redbridge 036B,E01003676,609,79,136,1041,76,1941
2021,Redbridge 036C,E01003677,599,67,62,1021,59,1808
2021,Redbridge 036D,E01003678,558,49,34,948,53,1642
2021,Redbridge 036E,E01003679,602,31,40,1053,32,1758
2021,Redbridge 036F,E01003680,578,40,43,957,49,1667
2021,Redbridge 036G,E01003681,634,86,87,1153,65,2025
2021,Redbridge 036H,E01003682,676,46,63,1036,37,1858
2021,Redbridge 040C,E01003683,714,132,204,993,143,2186
2021,Redbridge 040E,E01003684,624,141,160,854,87,1866
2021,Redbridge 040D,E01003685,662,130,215,811,107,1925
2021,Redbridge 040A,E01003686,708,135,160,933,84,2020
2021,Redbridge 040B,E01003688,563,192,151,861,76,1843
2021,Redbridge 039C,E01003689,614,317,206,736,358,2231
2021,Redbridge 035A,E01003690,563,206,241,989,156,2155
2021,Redbridge 035B,E01003691,525,56,88,898,37,1604
2021,Redbridge 035C,E01003692,492,83,97,913,55,1640
2021,Redbridge 035D,E01003693,552,65,77,958,49,1701
2021,Redbridge 035E,E01003694,482,56,67,816,45,1466
2021,Redbridge 035F,E01003695,454,118,129,742,77,1520
2021,Redbridge 035G,E01003696,562,54,115,944,107,1782
2021,Redbridge 035H,E01003697,569,74,99,920,66,1728
2021,Redbridge 006A,E01003698,326,61,82,1016,39,1524
2021,Redbridge 006B,E01003699,319,68,173,941,53,1554
2021,Redbridge 006C,E01003700,565,140,181,1519,119,2524
2021,Redbridge 006D,E01003701,545,124,193,1089,101,2052
2021,Redbridge 006E,E01003702,574,145,215,1218,101,2253
2021,Redbridge 006F,E01003703,507,72,84,1938,50,2651
2021,Redbridge 006G,E01003704,449,108,182,1174,120,2033
2021,Redbridge 010A,E01003705,599,143,193,1410,75,2420
2021,Redbridge 010B,E01003706,442,103,117,991,49,1702
2021,Redbridge 008A,E01003707,456,40,62,940,33,1531
2021,Redbridge 008B,E01003708,606,71,151,1182,54,2064
2021,Redbridge 008C,E01003709,509,38,62,1127,35,1771
2021,Redbridge 008D,E01003710,459,18,50,973,20,1520
2021,Redbridge 010C,E01003711,520,90,92,1173,37,1912
2021,Redbridge 010D,E01003712,400,61,105,903,31,1500
2021,Redbridge 034A,E01003713,614,97,169,916,89,1885
2021,Redbridge 034B,E01003714,661,218,309,1092,145,2425
2021,Redbridge 034C,E01003715,642,149,191,1144,90,2216
2021,Redbridge 034D,E01003716,537,78,145,994,66,1820
2021,Redbridge 034E,E01003718,589,189,182,916,129,2005
2021,Redbridge 034F,E01003719,710,139,190,1225,140,2404
2021,Redbridge 002A,E01003720,476,102,128,1168,48,1922
2021,Redbridge 003A,E01003721,448,111,144,1113,79,1895
2021,Redbridge 002B,E01003722,580,82,146,1537,74,2419
2021,Redbridge 002C,E01003723,461,45,81,1300,27,1914
2021,Redbridge 003B,E01003724,360,61,76,954,32,1483
2021,Redbridge 003C,E01003725,344,85,118,1167,47,1761
2021,Redbridge 002D,E01003726,527,76,139,1733,52,2527
2021,Redbridge 003D,E01003727,388,51,94,1209,36,1778
2021,Redbridge 032B,E01003729,549,194,188,708,134,1773
